Frequency (GHz)	DB(|S(1,1)|) : demo 1	DB(|S(2,1)|) : demo 1
6.153	-21.6469	-0.0307702
6.153	-21.643	-0.0307979
6.153	-21.6392	-0.0308257
6.153	-21.6353	-0.0308534
6.153	-21.6314	-0.0308813
6.153	-21.6275	-0.0309091
6.15301	-21.6236	-0.0309371
6.15301	-21.6197	-0.030965
6.15301	-21.6158	-0.030993
6.15301	-21.6119	-0.031021
6.15301	-21.608	-0.0310491
6.15301	-21.6041	-0.0310772
6.15301	-21.6002	-0.0311054
6.15301	-21.5963	-0.0311336
6.15301	-21.5924	-0.0311618
6.15301	-21.5885	-0.0311901
6.15302	-21.5846	-0.0312184
6.15302	-21.5807	-0.0312468
6.15302	-21.5768	-0.0312752
6.15302	-21.5728	-0.0313036
6.15302	-21.5689	-0.0313321
6.15302	-21.565	-0.0313606
6.15302	-21.5611	-0.0313892
6.15302	-21.5571	-0.0314178
6.15302	-21.5532	-0.0314465
6.15302	-21.5493	-0.0314752
6.15303	-21.5453	-0.0315039
6.15303	-21.5414	-0.0315327
6.15303	-21.5375	-0.0315615
6.15303	-21.5335	-0.0315904
6.15303	-21.5296	-0.0316193
6.15303	-21.5256	-0.0316482
6.15303	-21.5217	-0.0316772
6.15303	-21.5177	-0.0317062
6.15303	-21.5138	-0.0317353
6.15303	-21.5098	-0.0317644
6.15304	-21.5059	-0.0317936
6.15304	-21.5019	-0.0318228
6.15304	-21.498	-0.031852
6.15304	-21.494	-0.0318813
6.15304	-21.49	-0.0319107
6.15304	-21.4861	-0.03194
6.15304	-21.4821	-0.0319695
6.15304	-21.4781	-0.0319989
6.15304	-21.4742	-0.0320284
6.15304	-21.4702	-0.032058
6.15305	-21.4662	-0.0320876
6.15305	-21.4622	-0.0321172
6.15305	-21.4582	-0.0321469
6.15305	-21.4543	-0.0321766
6.15305	-21.4503	-0.0322064
6.15305	-21.4463	-0.0322362
6.15305	-21.4423	-0.0322661
6.15305	-21.4383	-0.032296
6.15305	-21.4343	-0.0323259
6.15305	-21.4303	-0.0323559
6.15306	-21.4263	-0.032386
6.15306	-21.4223	-0.032416
6.15306	-21.4183	-0.0324462
6.15306	-21.4143	-0.0324763
6.15306	-21.4103	-0.0325066
6.15306	-21.4063	-0.0325368
