Frequency (GHz)	DB(|S(1,1)|) : demo 1	DB(|S(2,1)|) : demo 1
5.16	-15.9548	-0.116755
5.16	-15.9497	-0.116895
5.16	-15.9446	-0.117034
5.16	-15.9395	-0.117174
5.16	-15.9344	-0.117315
5.16	-15.9293	-0.117455
5.16	-15.9242	-0.117596
5.16	-15.919	-0.117737
5.16	-15.9139	-0.117878
5.16	-15.9088	-0.11802
5.16	-15.9036	-0.118161
5.16	-15.8985	-0.118303
5.16	-15.8934	-0.118446
5.16001	-15.8882	-0.118588
5.16001	-15.8831	-0.118731
5.16001	-15.8779	-0.118874
5.16001	-15.8728	-0.119018
5.16001	-15.8676	-0.119161
5.16001	-15.8625	-0.119305
5.16001	-15.8573	-0.119449
5.16001	-15.8521	-0.119594
5.16001	-15.847	-0.119738
5.16001	-15.8418	-0.119883
5.16001	-15.8366	-0.120029
5.16001	-15.8314	-0.120174
5.16001	-15.8263	-0.12032
5.16001	-15.8211	-0.120466
5.16001	-15.8159	-0.120612
5.16001	-15.8107	-0.120759
5.16001	-15.8055	-0.120906
5.16001	-15.8003	-0.121053
5.16001	-15.7951	-0.1212
5.16001	-15.7899	-0.121348
5.16001	-15.7847	-0.121496
5.16001	-15.7795	-0.121644
5.16001	-15.7743	-0.121793
5.16001	-15.7691	-0.121942
5.16001	-15.7638	-0.122091
5.16002	-15.7586	-0.12224
5.16002	-15.7534	-0.12239
5.16002	-15.7481	-0.122539
5.16002	-15.7429	-0.12269
5.16002	-15.7377	-0.12284
5.16002	-15.7324	-0.122991
5.16002	-15.7272	-0.123142
5.16002	-15.7219	-0.123293
5.16002	-15.7167	-0.123445
5.16002	-15.7114	-0.123597
5.16002	-15.7062	-0.123749
5.16002	-15.7009	-0.123901
5.16002	-15.6957	-0.124054
5.16002	-15.6904	-0.124207
5.16002	-15.6851	-0.124361
5.16002	-15.6798	-0.124514
5.16002	-15.6746	-0.124668
5.16002	-15.6693	-0.124822
5.16002	-15.664	-0.124977
5.16002	-15.6587	-0.125132
5.16002	-15.6534	-0.125287
5.16002	-15.6481	-0.125442
5.16002	-15.6428	-0.125598
5.16002	-15.6375	-0.125754
5.16002	-15.6322	-0.12591
5.16003	-15.6269	-0.126067
5.16003	-15.6216	-0.126224
5.16003	-15.6163	-0.126381
5.16003	-15.611	-0.126538
5.16003	-15.6056	-0.126696
5.16003	-15.6003	-0.126854
5.16003	-15.595	-0.127012
5.16003	-15.5897	-0.127171
5.16003	-15.5843	-0.12733
5.16003	-15.579	-0.127489
5.16003	-15.5736	-0.127649
5.16003	-15.5683	-0.127809
5.16003	-15.5629	-0.127969
5.16003	-15.5576	-0.128129
5.16003	-15.5522	-0.12829
5.16003	-15.5469	-0.128451
5.16003	-15.5415	-0.128613
5.16003	-15.5361	-0.128775
5.16003	-15.5308	-0.128937
5.16003	-15.5254	-0.129099
5.16003	-15.52	-0.129262
5.16003	-15.5146	-0.129425
5.16003	-15.5093	-0.129588
5.16003	-15.5039	-0.129752
5.16003	-15.4985	-0.129916
5.16004	-15.4931	-0.13008
5.16004	-15.4877	-0.130244
5.16004	-15.4823	-0.130409
5.16004	-15.4769	-0.130575
5.16004	-15.4715	-0.13074
5.16004	-15.466	-0.130906
5.16004	-15.4606	-0.131072
5.16004	-15.4552	-0.131239
5.16004	-15.4498	-0.131406
5.16004	-15.4444	-0.131573
5.16004	-15.4389	-0.13174
5.16004	-15.4335	-0.131908
5.16004	-15.4281	-0.132076
5.16004	-15.4226	-0.132245
