Frequency (GHz)	DB(|S(1,1)|) : demo 1	DB(|S(2,1)|) : demo 1
5.156	-19.8703	-0.0463911
5.156	-19.8681	-0.0464156
5.156	-19.8658	-0.0464401
5.156	-19.8635	-0.0464646
5.156	-19.8612	-0.0464892
5.156	-19.859	-0.0465137
5.156	-19.8567	-0.0465383
5.156	-19.8544	-0.0465629
5.156	-19.8521	-0.0465876
5.156	-19.8499	-0.0466122
5.156	-19.8476	-0.0466369
5.156	-19.8453	-0.0466616
5.156	-19.843	-0.0466863
5.15601	-19.8407	-0.046711
5.15601	-19.8384	-0.0467358
5.15601	-19.8362	-0.0467605
5.15601	-19.8339	-0.0467853
5.15601	-19.8316	-0.0468102
5.15601	-19.8293	-0.046835
5.15601	-19.827	-0.0468598
5.15601	-19.8247	-0.0468847
5.15601	-19.8225	-0.0469096
5.15601	-19.8202	-0.0469345
5.15601	-19.8179	-0.0469595
5.15601	-19.8156	-0.0469844
5.15601	-19.8133	-0.0470094
5.15601	-19.811	-0.0470344
5.15601	-19.8087	-0.0470594
5.15601	-19.8064	-0.0470845
5.15601	-19.8041	-0.0471095
5.15601	-19.8018	-0.0471346
5.15601	-19.7995	-0.0471597
5.15601	-19.7973	-0.0471849
5.15601	-19.795	-0.04721
5.15601	-19.7927	-0.0472352
5.15601	-19.7904	-0.0472604
5.15601	-19.7881	-0.0472856
5.15601	-19.7858	-0.0473108
5.15602	-19.7835	-0.0473361
5.15602	-19.7812	-0.0473613
5.15602	-19.7789	-0.0473866
5.15602	-19.7766	-0.047412
5.15602	-19.7743	-0.0474373
5.15602	-19.772	-0.0474626
5.15602	-19.7697	-0.047488
5.15602	-19.7674	-0.0475134
5.15602	-19.7651	-0.0475389
5.15602	-19.7628	-0.0475643
5.15602	-19.7604	-0.0475898
5.15602	-19.7581	-0.0476153
5.15602	-19.7558	-0.0476408
5.15602	-19.7535	-0.0476663
5.15602	-19.7512	-0.0476918
5.15602	-19.7489	-0.0477174
5.15602	-19.7466	-0.047743
5.15602	-19.7443	-0.0477686
5.15602	-19.742	-0.0477943
5.15602	-19.7397	-0.0478199
5.15602	-19.7373	-0.0478456
5.15602	-19.735	-0.0478713
5.15602	-19.7327	-0.047897
5.15602	-19.7304	-0.0479228
5.15602	-19.7281	-0.0479485
5.15603	-19.7258	-0.0479743
5.15603	-19.7235	-0.0480002
5.15603	-19.7211	-0.048026
5.15603	-19.7188	-0.0480518
5.15603	-19.7165	-0.0480777
5.15603	-19.7142	-0.0481036
5.15603	-19.7119	-0.0481295
5.15603	-19.7095	-0.0481555
5.15603	-19.7072	-0.0481814
5.15603	-19.7049	-0.0482074
5.15603	-19.7026	-0.0482334
5.15603	-19.7003	-0.0482595
5.15603	-19.6979	-0.0482855
