Frequency (GHz)	DB(|S(1,1)|) : demo 1	DB(|S(2,1)|) : demo 1
5.737	-13.8309	-0.189827
5.737	-13.8266	-0.190017
5.737	-13.8224	-0.190208
5.737	-13.8181	-0.190399
5.737	-13.8138	-0.19059
5.737	-13.8096	-0.190782
5.737	-13.8053	-0.190974
5.737	-13.801	-0.191166
5.737	-13.7968	-0.191359
5.737	-13.7925	-0.191552
5.737	-13.7882	-0.191745
5.737	-13.7839	-0.191938
5.737	-13.7797	-0.192132
5.73701	-13.7754	-0.192326
5.73701	-13.7711	-0.19252
5.73701	-13.7668	-0.192715
5.73701	-13.7625	-0.19291
5.73701	-13.7582	-0.193105
5.73701	-13.7539	-0.193301
5.73701	-13.7497	-0.193497
5.73701	-13.7454	-0.193693
5.73701	-13.7411	-0.193889
5.73701	-13.7368	-0.194086
5.73701	-13.7325	-0.194283
5.73701	-13.7281	-0.19448
5.73701	-13.7238	-0.194678
5.73701	-13.7195	-0.194876
5.73701	-13.7152	-0.195074
5.73701	-13.7109	-0.195273
5.73701	-13.7066	-0.195472
5.73701	-13.7023	-0.195671
5.73701	-13.6979	-0.195871
5.73701	-13.6936	-0.19607
5.73701	-13.6893	-0.196271
5.73701	-13.685	-0.196471
5.73701	-13.6806	-0.196672
5.73701	-13.6763	-0.196873
5.73701	-13.672	-0.197074
5.73702	-13.6676	-0.197276
5.73702	-13.6633	-0.197478
5.73702	-13.659	-0.19768
5.73702	-13.6546	-0.197883
5.73702	-13.6503	-0.198086
5.73702	-13.6459	-0.198289
5.73702	-13.6416	-0.198493
5.73702	-13.6372	-0.198697
5.73702	-13.6329	-0.198901
5.73702	-13.6285	-0.199106
5.73702	-13.6241	-0.199311
5.73702	-13.6198	-0.199516
5.73702	-13.6154	-0.199722
5.73702	-13.6111	-0.199927
5.73702	-13.6067	-0.200134
5.73702	-13.6023	-0.20034
5.73702	-13.5979	-0.200547
5.73702	-13.5936	-0.200754
5.73702	-13.5892	-0.200962
5.73702	-13.5848	-0.20117
5.73702	-13.5804	-0.201378
5.73702	-13.576	-0.201586
5.73702	-13.5717	-0.201795
5.73702	-13.5673	-0.202004
5.73702	-13.5629	-0.202214
5.73703	-13.5585	-0.202424
5.73703	-13.5541	-0.202634
5.73703	-13.5497	-0.202844
5.73703	-13.5453	-0.203055
5.73703	-13.5409	-0.203266
5.73703	-13.5365	-0.203478
5.73703	-13.5321	-0.203689
5.73703	-13.5277	-0.203902
5.73703	-13.5233	-0.204114
5.73703	-13.5188	-0.204327
5.73703	-13.5144	-0.20454
5.73703	-13.51	-0.204754
5.73703	-13.5056	-0.204967
5.73703	-13.5012	-0.205182
5.73703	-13.4967	-0.205396
5.73703	-13.4923	-0.205611
5.73703	-13.4879	-0.205826
5.73703	-13.4835	-0.206042
5.73703	-13.479	-0.206258
5.73703	-13.4746	-0.206474
5.73703	-13.4701	-0.206691
5.73703	-13.4657	-0.206908
5.73703	-13.4613	-0.207125
