Frequency (GHz)	DB(|S(1,1)|) : demo 1	DB(|S(2,1)|) : demo 1
5.0345	-16.8487	-0.0941694
5.0345	-16.8457	-0.094235
5.0345	-16.8427	-0.0943007
5.0345	-16.8398	-0.0943664
5.0345	-16.8368	-0.0944322
5.0345	-16.8338	-0.0944981
5.0345	-16.8308	-0.094564
5.0345	-16.8278	-0.0946301
5.0345	-16.8248	-0.0946962
5.0345	-16.8218	-0.0947623
5.0345	-16.8188	-0.0948286
5.0345	-16.8158	-0.0948949
5.0345	-16.8128	-0.0949612
5.0345	-16.8098	-0.0950277
5.0345	-16.8068	-0.0950942
5.0345	-16.8038	-0.0951608
5.0345	-16.8008	-0.0952275
5.03451	-16.7978	-0.0952942
5.03451	-16.7948	-0.095361
5.03451	-16.7918	-0.0954279
5.03451	-16.7888	-0.0954949
5.03451	-16.7858	-0.0955619
5.03451	-16.7828	-0.095629
5.03451	-16.7798	-0.0956962
5.03451	-16.7767	-0.0957634
5.03451	-16.7737	-0.0958307
5.03451	-16.7707	-0.0958981
5.03451	-16.7677	-0.0959656
5.03451	-16.7647	-0.0960331
5.03451	-16.7617	-0.0961008
5.03451	-16.7587	-0.0961684
5.03451	-16.7556	-0.0962362
5.03451	-16.7526	-0.096304
5.03451	-16.7496	-0.0963719
5.03451	-16.7466	-0.0964399
5.03451	-16.7435	-0.096508
5.03451	-16.7405	-0.0965761
5.03451	-16.7375	-0.0966443
5.03451	-16.7345	-0.0967126
5.03451	-16.7314	-0.0967809
5.03451	-16.7284	-0.0968494
5.03451	-16.7254	-0.0969179
5.03451	-16.7223	-0.0969864
5.03451	-16.7193	-0.0970551
5.03451	-16.7163	-0.0971238
5.03451	-16.7132	-0.0971926
5.03451	-16.7102	-0.0972615
5.03451	-16.7072	-0.0973304
5.03451	-16.7041	-0.0973995
5.03451	-16.7011	-0.0974686
5.03452	-16.698	-0.0975377
5.03452	-16.695	-0.097607
5.03452	-16.692	-0.0976763
5.03452	-16.6889	-0.0977457
5.03452	-16.6859	-0.0978152
5.03452	-16.6828	-0.0978848
5.03452	-16.6798	-0.0979544
5.03452	-16.6767	-0.0980241
5.03452	-16.6737	-0.0980939
5.03452	-16.6706	-0.0981638
5.03452	-16.6676	-0.0982337
5.03452	-16.6645	-0.0983037
5.03452	-16.6615	-0.0983738
5.03452	-16.6584	-0.098444
5.03452	-16.6553	-0.0985142
5.03452	-16.6523	-0.0985845
5.03452	-16.6492	-0.0986549
5.03452	-16.6462	-0.0987254
5.03452	-16.6431	-0.098796
5.03452	-16.64	-0.0988666
5.03452	-16.637	-0.0989373
5.03452	-16.6339	-0.0990081
5.03452	-16.6308	-0.099079
5.03452	-16.6278	-0.0991499
5.03452	-16.6247	-0.099221
5.03452	-16.6216	-0.0992921
5.03452	-16.6186	-0.0993633
5.03452	-16.6155	-0.0994345
5.03452	-16.6124	-0.0995059
5.03452	-16.6093	-0.0995773
5.03452	-16.6063	-0.0996488
5.03452	-16.6032	-0.0997204
5.03452	-16.6001	-0.099792
5.03452	-16.597	-0.0998637
5.03453	-16.594	-0.0999356
5.03453	-16.5909	-0.100007
5.03453	-16.5878	-0.100079
5.03453	-16.5847	-0.100151
5.03453	-16.5816	-0.100224
5.03453	-16.5785	-0.100296
5.03453	-16.5754	-0.100368
5.03453	-16.5724	-0.100441
5.03453	-16.5693	-0.100513
5.03453	-16.5662	-0.100585
5.03453	-16.5631	-0.100658
5.03453	-16.56	-0.100731
5.03453	-16.5569	-0.100804
5.03453	-16.5538	-0.100876
5.03453	-16.5507	-0.100949
5.03453	-16.5476	-0.101022
5.03453	-16.5445	-0.101096
5.03453	-16.5414	-0.101169
5.03453	-16.5383	-0.101242
5.03453	-16.5352	-0.101315
5.03453	-16.5321	-0.101389
5.03453	-16.529	-0.101462
5.03453	-16.5259	-0.101536
5.03453	-16.5228	-0.10161
5.03453	-16.5197	-0.101683
5.03453	-16.5166	-0.101757
5.03453	-16.5134	-0.101831
5.03453	-16.5103	-0.101905
5.03453	-16.5072	-0.101979
5.03453	-16.5041	-0.102053
5.03453	-16.501	-0.102128
5.03453	-16.4979	-0.102202
5.03453	-16.4947	-0.102276
5.03454	-16.4916	-0.102351
5.03454	-16.4885	-0.102425
5.03454	-16.4854	-0.1025
5.03454	-16.4823	-0.102575
5.03454	-16.4791	-0.10265
5.03454	-16.476	-0.102725
5.03454	-16.4729	-0.1028
5.03454	-16.4698	-0.102875
5.03454	-16.4666	-0.10295
5.03454	-16.4635	-0.103025
5.03454	-16.4604	-0.103101
