 Sonnet Data File
 From: sonnet Version : 17.56
 From Emgraph Data: 
 Data File Written: 01/19/2022 09:43:06
File Marker Date: 12/16/2021 22:52:12
PPC_Dim_will_be_squared = 36.0
DistFromTL = 20.0
read_gap = 8.0
read_line = 20.0
read_gap2 = 8.0
Box_w = 250.0
Lalu = 1000.0
O_coupler_eff = 0.5
R 49.53430
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
7.220000000000001,-1.737586199e-4,-1.450830405e-3,0.9942970993782,-0.106635379823,0.9942970993783,-0.106635379823,-1.378874733e-4,-1.454677795e-3
7.220010000000000,-1.737669182e-4,-1.450892821e-3,0.9942970797995,-0.106635577873,0.9942970797995,-0.106635577873,-1.378939301e-4,-1.454733284e-3
7.220020000000001,-1.737736085e-4,-1.450947713e-3,0.9942970582713,-0.106635777975,0.9942970582713,-0.106635777975,-1.378996630e-4,-1.454788285e-3
7.220030000000000,-1.737803005e-4,-1.451002619e-3,0.9942970367414,-0.106635978092,0.9942970367414,-0.106635978092,-1.379053973e-4,-1.454843301e-3
7.220040000000000,-1.737869943e-4,-1.451057539e-3,0.9942970152099,-0.106636178224,0.9942970152099,-0.106636178224,-1.379111331e-4,-1.454898332e-3
7.220050000000001,-1.737936897e-4,-1.451112474e-3,0.9942969936767,-0.106636378370,0.9942969936767,-0.106636378370,-1.379168704e-4,-1.454953377e-3
7.220060000000000,-1.738003869e-4,-1.451167423e-3,0.9942969721420,-0.106636578530,0.9942969721420,-0.106636578530,-1.379226092e-4,-1.455008436e-3
7.220070000000001,-1.738070857e-4,-1.451222387e-3,0.9942969506056,-0.106636778705,0.9942969506056,-0.106636778705,-1.379283494e-4,-1.455063510e-3
7.220080000000000,-1.738137863e-4,-1.451277365e-3,0.9942969290676,-0.106636978894,0.9942969290676,-0.106636978894,-1.379340911e-4,-1.455118598e-3
7.220090000000001,-1.738204886e-4,-1.451332357e-3,0.9942969075280,-0.106637179097,0.9942969075280,-0.106637179097,-1.379398342e-4,-1.455173701e-3
7.220100000000000,-1.738271926e-4,-1.451387364e-3,0.9942968859867,-0.106637379315,0.9942968859867,-0.106637379315,-1.379455789e-4,-1.455228819e-3
7.220110000000000,-1.738338983e-4,-1.451442386e-3,0.9942968644439,-0.106637579548,0.9942968644439,-0.106637579548,-1.379513250e-4,-1.455283950e-3
7.220120000000001,-1.738406058e-4,-1.451497422e-3,0.9942968428994,-0.106637779795,0.9942968428994,-0.106637779795,-1.379570726e-4,-1.455339097e-3
7.220130000000000,-1.738473149e-4,-1.451552472e-3,0.9942968213532,-0.106637980057,0.9942968213532,-0.106637980057,-1.379628217e-4,-1.455394257e-3
7.220140000000001,-1.738540257e-4,-1.451607537e-3,0.9942967998055,-0.106638180332,0.9942967998055,-0.106638180332,-1.379685722e-4,-1.455449433e-3
7.220150000000000,-1.738607383e-4,-1.451662616e-3,0.9942967782561,-0.106638380623,0.9942967782561,-0.106638380623,-1.379743242e-4,-1.455504622e-3
7.220160000000001,-1.738674526e-4,-1.451717710e-3,0.9942967567051,-0.106638580928,0.9942967567051,-0.106638580928,-1.379800777e-4,-1.455559827e-3
7.220170000000000,-1.738741686e-4,-1.451772818e-3,0.9942967351525,-0.106638781247,0.9942967351525,-0.106638781247,-1.379858327e-4,-1.455615045e-3
7.220180000000000,-1.738808863e-4,-1.451827941e-3,0.9942967135982,-0.106638981581,0.9942967135982,-0.106638981581,-1.379915891e-4,-1.455670279e-3
7.220190000000001,-1.738876057e-4,-1.451883078e-3,0.9942966920424,-0.106639181930,0.9942966920424,-0.106639181930,-1.379973471e-4,-1.455725527e-3
7.220200000000000,-1.738943269e-4,-1.451938230e-3,0.9942966704849,-0.106639382293,0.9942966704849,-0.106639382293,-1.380031065e-4,-1.455780789e-3
7.220210000000001,-1.739010498e-4,-1.451993397e-3,0.9942966489257,-0.106639582670,0.9942966489257,-0.106639582670,-1.380088674e-4,-1.455836066e-3
7.220220000000000,-1.739077743e-4,-1.452048578e-3,0.9942966273649,-0.106639783062,0.9942966273649,-0.106639783062,-1.380146298e-4,-1.455891358e-3
7.220230000000001,-1.739145006e-4,-1.452103773e-3,0.9942966058025,-0.106639983469,0.9942966058025,-0.106639983469,-1.380203936e-4,-1.455946664e-3
7.220240000000000,-1.739212287e-4,-1.452158983e-3,0.9942965842385,-0.106640183890,0.9942965842385,-0.106640183890,-1.380261590e-4,-1.456001984e-3
7.220250000000000,-1.739279584e-4,-1.452214207e-3,0.9942965626728,-0.106640384326,0.9942965626728,-0.106640384326,-1.380319258e-4,-1.456057319e-3
7.220260000000001,-1.739346899e-4,-1.452269446e-3,0.9942965411055,-0.106640584776,0.9942965411055,-0.106640584776,-1.380376941e-4,-1.456112669e-3
7.220270000000000,-1.739414231e-4,-1.452324700e-3,0.9942965195366,-0.106640785241,0.9942965195366,-0.106640785241,-1.380434639e-4,-1.456168033e-3
7.220280000000001,-1.739481580e-4,-1.452379968e-3,0.9942964979660,-0.106640985720,0.9942964979660,-0.106640985720,-1.380492352e-4,-1.456223412e-3
7.220290000000000,-1.739548947e-4,-1.452435251e-3,0.9942964763938,-0.106641186214,0.9942964763938,-0.106641186214,-1.380550080e-4,-1.456278806e-3
7.220300000000001,-1.739616330e-4,-1.452490548e-3,0.9942964548199,-0.106641386722,0.9942964548199,-0.106641386722,-1.380607822e-4,-1.456334214e-3
7.220310000000000,-1.739683731e-4,-1.452545860e-3,0.9942964332445,-0.106641587246,0.9942964332445,-0.106641587246,-1.380665580e-4,-1.456389637e-3
7.220320000000000,-1.739751150e-4,-1.452601186e-3,0.9942964116673,-0.106641787783,0.9942964116673,-0.106641787783,-1.380723352e-4,-1.456445074e-3
7.220330000000001,-1.739818585e-4,-1.452656527e-3,0.9942963900886,-0.106641988335,0.9942963900886,-0.106641988335,-1.380781139e-4,-1.456500526e-3
7.220340000000000,-1.739886038e-4,-1.452711883e-3,0.9942963685082,-0.106642188902,0.9942963685082,-0.106642188902,-1.380838941e-4,-1.456555993e-3
7.220350000000001,-1.739953508e-4,-1.452767253e-3,0.9942963469261,-0.106642389484,0.9942963469261,-0.106642389484,-1.380896758e-4,-1.456611474e-3
7.220360000000000,-1.740020995e-4,-1.452822638e-3,0.9942963253424,-0.106642590080,0.9942963253424,-0.106642590080,-1.380954590e-4,-1.456666970e-3
7.220370000000001,-1.740088500e-4,-1.452878037e-3,0.9942963037571,-0.106642790691,0.9942963037571,-0.106642790691,-1.381012437e-4,-1.456722480e-3
7.220380000000000,-1.740156022e-4,-1.452933451e-3,0.9942962821702,-0.106642991316,0.9942962821702,-0.106642991316,-1.381070298e-4,-1.456778005e-3
7.220390000000000,-1.740223561e-4,-1.452988880e-3,0.9942962605816,-0.106643191956,0.9942962605816,-0.106643191956,-1.381128175e-4,-1.456833545e-3
7.220400000000001,-1.740291118e-4,-1.453044323e-3,0.9942962389913,-0.106643392610,0.9942962389913,-0.106643392610,-1.381186066e-4,-1.456889099e-3
7.220410000000000,-1.740358692e-4,-1.453099781e-3,0.9942962173994,-0.106643593280,0.9942962173994,-0.106643593280,-1.381243973e-4,-1.456944668e-3
7.220420000000001,-1.740426283e-4,-1.453155254e-3,0.9942961958059,-0.106643793964,0.9942961958059,-0.106643793964,-1.381301894e-4,-1.457000252e-3
7.220430000000000,-1.740493892e-4,-1.453210741e-3,0.9942961742107,-0.106643994662,0.9942961742107,-0.106643994662,-1.381359830e-4,-1.457055850e-3
7.220440000000001,-1.740561518e-4,-1.453266243e-3,0.9942961526139,-0.106644195375,0.9942961526139,-0.106644195375,-1.381417782e-4,-1.457111463e-3
7.220450000000000,-1.740629161e-4,-1.453321760e-3,0.9942961310154,-0.106644396103,0.9942961310154,-0.106644396103,-1.381475748e-4,-1.457167091e-3
7.220460000000000,-1.740696822e-4,-1.453377291e-3,0.9942961094153,-0.106644596846,0.9942961094153,-0.106644596846,-1.381533729e-4,-1.457222734e-3
7.220470000000001,-1.740764500e-4,-1.453432837e-3,0.9942960878135,-0.106644797603,0.9942960878135,-0.106644797603,-1.381591725e-4,-1.457278391e-3
7.220480000000000,-1.740832195e-4,-1.453488397e-3,0.9942960662101,-0.106644998375,0.9942960662101,-0.106644998375,-1.381649736e-4,-1.457334063e-3
7.220490000000001,-1.740899908e-4,-1.453543972e-3,0.9942960446050,-0.106645199161,0.9942960446050,-0.106645199161,-1.381707762e-4,-1.457389749e-3
7.220500000000000,-1.740967638e-4,-1.453599562e-3,0.9942960229983,-0.106645399963,0.9942960229983,-0.106645399963,-1.381765804e-4,-1.457445451e-3
7.220510000000001,-1.741035386e-4,-1.453655167e-3,0.9942960013900,-0.106645600779,0.9942960013900,-0.106645600779,-1.381823860e-4,-1.457501167e-3
7.220520000000000,-1.741103151e-4,-1.453710786e-3,0.9942959797800,-0.106645801609,0.9942959797800,-0.106645801609,-1.381881931e-4,-1.457556897e-3
7.220530000000000,-1.741170933e-4,-1.453766420e-3,0.9942959581683,-0.106646002455,0.9942959581683,-0.106646002455,-1.381940017e-4,-1.457612643e-3
7.220540000000001,-1.741238733e-4,-1.453822069e-3,0.9942959365550,-0.106646203315,0.9942959365550,-0.106646203315,-1.381998118e-4,-1.457668403e-3
7.220550000000000,-1.741306550e-4,-1.453877732e-3,0.9942959149400,-0.106646404190,0.9942959149400,-0.106646404190,-1.382056234e-4,-1.457724178e-3
7.220560000000001,-1.741374385e-4,-1.453933411e-3,0.9942958933234,-0.106646605079,0.9942958933234,-0.106646605079,-1.382114365e-4,-1.457779968e-3
7.220570000000000,-1.741442237e-4,-1.453989104e-3,0.9942958717051,-0.106646805984,0.9942958717051,-0.106646805984,-1.382172511e-4,-1.457835772e-3
7.220580000000001,-1.741510107e-4,-1.454044811e-3,0.9942958500852,-0.106647006903,0.9942958500852,-0.106647006903,-1.382230672e-4,-1.457891591e-3
7.220590000000001,-1.741577994e-4,-1.454100534e-3,0.9942958284636,-0.106647207837,0.9942958284636,-0.106647207837,-1.382288849e-4,-1.457947425e-3
7.220600000000000,-1.741645899e-4,-1.454156271e-3,0.9942958068403,-0.106647408785,0.9942958068403,-0.106647408785,-1.382347040e-4,-1.458003274e-3
7.220610000000001,-1.741713821e-4,-1.454212023e-3,0.9942957852154,-0.106647609749,0.9942957852154,-0.106647609749,-1.382405246e-4,-1.458059138e-3
7.220620000000000,-1.741781760e-4,-1.454267789e-3,0.9942957635889,-0.106647810727,0.9942957635889,-0.106647810727,-1.382463468e-4,-1.458115016e-3
7.220630000000001,-1.741849717e-4,-1.454323571e-3,0.9942957419607,-0.106648011720,0.9942957419607,-0.106648011720,-1.382521704e-4,-1.458170909e-3
7.220640000000000,-1.741917692e-4,-1.454379367e-3,0.9942957203308,-0.106648212727,0.9942957203308,-0.106648212727,-1.382579956e-4,-1.458226817e-3
7.220650000000000,-1.741985684e-4,-1.454435178e-3,0.9942956986992,-0.106648413750,0.9942956986992,-0.106648413750,-1.382638222e-4,-1.458282740e-3
7.220660000000001,-1.742053693e-4,-1.454491004e-3,0.9942956770660,-0.106648614787,0.9942956770660,-0.106648614787,-1.382696504e-4,-1.458338677e-3
7.220670000000000,-1.742121720e-4,-1.454546844e-3,0.9942956554312,-0.106648815839,0.9942956554312,-0.106648815839,-1.382754801e-4,-1.458394630e-3
7.220680000000001,-1.742189765e-4,-1.454602699e-3,0.9942956337947,-0.106649016906,0.9942956337947,-0.106649016906,-1.382813113e-4,-1.458450597e-3
7.220690000000000,-1.742257827e-4,-1.454658570e-3,0.9942956121565,-0.106649217987,0.9942956121565,-0.106649217987,-1.382871440e-4,-1.458506579e-3
7.220700000000001,-1.742325906e-4,-1.454714455e-3,0.9942955905166,-0.106649419084,0.9942955905166,-0.106649419084,-1.382929782e-4,-1.458562576e-3
7.220710000000000,-1.742394003e-4,-1.454770354e-3,0.9942955688751,-0.106649620195,0.9942955688751,-0.106649620195,-1.382988139e-4,-1.458618588e-3
7.220720000000000,-1.742462118e-4,-1.454826269e-3,0.9942955472320,-0.106649821321,0.9942955472320,-0.106649821321,-1.383046511e-4,-1.458674614e-3
7.220730000000001,-1.742530250e-4,-1.454882198e-3,0.9942955255871,-0.106650022462,0.9942955255871,-0.106650022462,-1.383104899e-4,-1.458730656e-3
7.220740000000000,-1.742598400e-4,-1.454938143e-3,0.9942955039406,-0.106650223618,0.9942955039406,-0.106650223618,-1.383163301e-4,-1.458786712e-3
7.220750000000001,-1.742666568e-4,-1.454994102e-3,0.9942954822925,-0.106650424789,0.9942954822925,-0.106650424789,-1.383221719e-4,-1.458842783e-3
7.220760000000000,-1.742734753e-4,-1.455050076e-3,0.9942954606426,-0.106650625974,0.9942954606426,-0.106650625974,-1.383280152e-4,-1.458898869e-3
7.220770000000001,-1.742802955e-4,-1.455106064e-3,0.9942954389911,-0.106650827175,0.9942954389911,-0.106650827175,-1.383338600e-4,-1.458954970e-3
7.220780000000000,-1.742871175e-4,-1.455162068e-3,0.9942954173379,-0.106651028390,0.9942954173379,-0.106651028390,-1.383397063e-4,-1.459011086e-3
7.220790000000000,-1.742939413e-4,-1.455218087e-3,0.9942953956831,-0.106651229620,0.9942953956831,-0.106651229620,-1.383455542e-4,-1.459067216e-3
7.220800000000001,-1.743007668e-4,-1.455274120e-3,0.9942953740266,-0.106651430865,0.9942953740266,-0.106651430865,-1.383514035e-4,-1.459123362e-3
7.220810000000000,-1.743075941e-4,-1.455330168e-3,0.9942953523684,-0.106651632125,0.9942953523684,-0.106651632125,-1.383572544e-4,-1.459179522e-3
7.220820000000001,-1.743144232e-4,-1.455386231e-3,0.9942953307086,-0.106651833399,0.9942953307086,-0.106651833399,-1.383631068e-4,-1.459235698e-3
7.220830000000000,-1.743212540e-4,-1.455442309e-3,0.9942953090470,-0.106652034689,0.9942953090470,-0.106652034689,-1.383689607e-4,-1.459291888e-3
7.220840000000001,-1.743280866e-4,-1.455498402e-3,0.9942952873839,-0.106652235994,0.9942952873839,-0.106652235994,-1.383748161e-4,-1.459348093e-3
7.220850000000000,-1.743349209e-4,-1.455554510e-3,0.9942952657190,-0.106652437313,0.9942952657190,-0.106652437313,-1.383806731e-4,-1.459404313e-3
7.220860000000000,-1.743417571e-4,-1.455610633e-3,0.9942952440524,-0.106652638647,0.9942952440524,-0.106652638647,-1.383865315e-4,-1.459460548e-3
7.220870000000001,-1.743485949e-4,-1.455666770e-3,0.9942952223842,-0.106652839997,0.9942952223842,-0.106652839997,-1.383923915e-4,-1.459516798e-3
7.220880000000000,-1.743554346e-4,-1.455722923e-3,0.9942952007143,-0.106653041361,0.9942952007143,-0.106653041361,-1.383982530e-4,-1.459573063e-3
7.220890000000001,-1.743622760e-4,-1.455779090e-3,0.9942951790428,-0.106653242740,0.9942951790428,-0.106653242740,-1.384041161e-4,-1.459629343e-3
7.220900000000000,-1.743691192e-4,-1.455835273e-3,0.9942951573695,-0.106653444134,0.9942951573695,-0.106653444134,-1.384099806e-4,-1.459685638e-3
7.220910000000001,-1.743759641e-4,-1.455891470e-3,0.9942951356946,-0.106653645543,0.9942951356946,-0.106653645543,-1.384158467e-4,-1.459741948e-3
7.220920000000000,-1.743828109e-4,-1.455947683e-3,0.9942951140180,-0.106653846967,0.9942951140180,-0.106653846967,-1.384217143e-4,-1.459798273e-3
7.220930000000000,-1.743896594e-4,-1.456003910e-3,0.9942950923397,-0.106654048406,0.9942950923397,-0.106654048406,-1.384275834e-4,-1.459854612e-3
7.220940000000001,-1.743965096e-4,-1.456060152e-3,0.9942950706598,-0.106654249860,0.9942950706598,-0.106654249860,-1.384334541e-4,-1.459910967e-3
7.220950000000000,-1.744033617e-4,-1.456116409e-3,0.9942950489781,-0.106654451329,0.9942950489781,-0.106654451329,-1.384393263e-4,-1.459967337e-3
7.220960000000001,-1.744102155e-4,-1.456172681e-3,0.9942950272948,-0.106654652812,0.9942950272948,-0.106654652812,-1.384452000e-4,-1.460023722e-3
7.220970000000000,-1.744170710e-4,-1.456228968e-3,0.9942950056098,-0.106654854311,0.9942950056098,-0.106654854311,-1.384510752e-4,-1.460080121e-3
7.220980000000001,-1.744239284e-4,-1.456285270e-3,0.9942949839232,-0.106655055825,0.9942949839232,-0.106655055825,-1.384569520e-4,-1.460136536e-3
7.220990000000000,-1.744307875e-4,-1.456341587e-3,0.9942949622348,-0.106655257354,0.9942949622348,-0.106655257354,-1.384628303e-4,-1.460192966e-3
