freq	dB(S(2,1))
5.55179017901792360E9	-1.86387720407122480E-4
5.55180018001802540E9	-1.86407274543001540E-4
5.55181018101812460E9	-1.86426837431348650E-4
5.55182018201822560E9	-1.86446409082771590E-4
5.55183018301832480E9	-1.86465989493413000E-4
5.55184018401842570E9	-1.86485578679666950E-4
5.55185018501852580E9	-1.86505176642497770E-4
5.55186018601862410E9	-1.86524783389620310E-4
5.55187018701872590E9	-1.86544398923927800E-4
5.55188018801882420E9	-1.86564023255063600E-4
5.55189018901892520E9	-1.86583656383992210E-4
5.55190019001902520E9	-1.86603298326143310E-4
5.55191019101912620E9	-1.86622949075730740E-4
5.55192019201922630E9	-1.86642608650112950E-4
5.55193019301932540E9	-1.86662277047361160E-4
5.55194019401942730E9	-1.86681954275190410E-4
5.55195019501952740E9	-1.86701640343244100E-4
5.55196019601962830E9	-1.86721335248629330E-4
5.55197019701972930E9	-1.86741039006775610E-4
5.55198019801982580E9	-1.86760751620576170E-4
5.55199019901992670E9	-1.86780473090995320E-4
5.55200020002002680E9	-1.86800203431534120E-4
5.55201020102012780E9	-1.86819942644121160E-4
5.55202020202022870E9	-1.86839690738400190E-4
5.55203020302032700E9	-1.86859447718228420E-4
5.55204020402042800E9	-1.86879213585534830E-4
5.55205020502052630E9	-1.86898988350927130E-4
5.55206020602062720E9	-1.86918772024049070E-4
5.55207020702072820E9	-1.86938564602971760E-4
5.55208020802082740E9	-1.86958366098303320E-4
5.55209020902092740E9	-1.86978176514865440E-4
5.55210021002102840E9	-1.86997995856515580E-4
5.55211021102112840E9	-1.87017824133861610E-4
5.55212021202122940E9	-1.87037661353654090E-4
5.55213021302132770E9	-1.87057507516857410E-4
5.55214021402142870E9	-1.87077362629257690E-4
5.55215021502152870E9	-1.87097226702427230E-4
5.55216021602162880E9	-1.87117099741187750E-4
5.55217021702172970E9	-1.87136981750361090E-4
5.55218021802182980E9	-1.87156872730911680E-4
5.55219021902192900E9	-1.87176772698269130E-4
5.55220022002203000E9	-1.87196681651469190E-4
5.55221022102213090E9	-1.87216599603048420E-4
5.55222022202223100E9	-1.87236526553006890E-4
5.55223022302232930E9	-1.87256462505202030E-4
5.55224022402243020E9	-1.87276407478920940E-4
5.55225022502253120E9	-1.87296361467413110E-4
5.55226022602263130E9	-1.87316324485143930E-4
5.55227022702273310E9	-1.87336296528256070E-4
5.55228022802283050E9	-1.87356277612179120E-4
5.55229022902293150E9	-1.87376267744628010E-4
5.55230023002303150E9	-1.87396266921745250E-4
5.55231023102313070E9	-1.87416275157996330E-4
5.55232023202323170E9	-1.87436292455309790E-4
5.55233023302333170E9	-1.87456318819471980E-4
5.55234023402343090E9	-1.87476354261090710E-4
5.55235023502353190E9	-1.87496398783059020E-4
5.55236023602363280E9	-1.87516452393091890E-4
5.55237023702373200E9	-1.87536515098904080E-4
5.55238023802383120E9	-1.87556586899531300E-4
5.55239023902393210E9	-1.87576667808474620E-4
5.55240024002403310E9	-1.87596757828626950E-4
5.55241024102413320E9	-1.87616856969632040E-4
5.55242024202423410E9	-1.87636965234382780E-4
5.55243024302433240E9	-1.87657082628665520E-4
5.55244024402443340E9	-1.87677209161159260E-4
5.55245024502453340E9	-1.87697344835721710E-4
5.55246024602463260E9	-1.87717489662960530E-4
5.55247024702473360E9	-1.87737643643840250E-4
5.55248024802483360E9	-1.87757806789933120E-4
5.55249024902493370E9	-1.87777979102203530E-4
5.55250025002503470E9	-1.87798160588366290E-4
5.55251025102513470E9	-1.87818351258065010E-4
5.55252025202523390E9	-1.87838551115157060E-4
5.55253025302533310E9	-1.87858760164464390E-4
5.55254025402543320E9	-1.87878978414666030E-4
5.55255025502553500E9	-1.87899205871548290E-4
5.55256025602563600E9	-1.87919442538968530E-4
5.55257025702573690E9	-1.87939688431392020E-4
5.55258025802583430E9	-1.87959943543997170E-4
5.55259025902593530E9	-1.87980207888356210E-4
5.55260026002603540E9	-1.88000481476041340E-4
5.55261026102613540E9	-1.88020764301266530E-4
5.55262026202623640E9	-1.88041056382354470E-4
5.55263026302633640E9	-1.88061357719305230E-4
5.55264026402643470E9	-1.88081668318869390E-4
5.55265026502653660E9	-1.88101988190690370E-4
5.55266026602663660E9	-1.88122317336697000E-4
5.55267026702673580E9	-1.88142655766532840E-4
5.55268026802683590E9	-1.88163003485984030E-4
5.55269026902693690E9	-1.88183360500836730E-4
5.55270027002703690E9	-1.88203726816877110E-4
5.55271027102713790E9	-1.88224102441819910E-4
5.55272027202723880E9	-1.88244487382415790E-4
5.55273027302733540E9	-1.88264881642522130E-4
5.55274027402743630E9	-1.88285285231782500E-4
5.55275027502753820E9	-1.88305698152125700E-4
5.55276027602763640E9	-1.88326120417052540E-4
5.55277027702773740E9	-1.88346552025598890E-4
5.55278027802783750E9	-1.88366992989336900E-4
5.55279027902793840E9	-1.88387443314052770E-4
5.55280028002803940E9	-1.88407903000710890E-4
5.55281028102813940E9	-1.88428372064740920E-4
5.55282028202823860E9	-1.88448850507107250E-4
5.55283028302833690E9	-1.88469338334560410E-4
5.55284028402843790E9	-1.88489835555779630E-4
5.55285028502853880E9	-1.88510342175586690E-4
5.55286028602863890E9	-1.88530858196874720E-4
5.55287028702873990E9	-1.88551383633144520E-4
5.55288028802883820E9	-1.88571918488253760E-4
5.55289028902893910E9	-1.88592462767988470E-4
5.55290029002904010E9	-1.88613016479099230E-4
5.55291029102913840E9	-1.88633579630265170E-4
5.55292029202924020E9	-1.88654152221486430E-4
5.55293029302933940E9	-1.88674734266263840E-4
5.55294029402944030E9	-1.88695325767490640E-4
5.55295029502954130E9	-1.88715926729988670E-4
5.55296029602964050E9	-1.88736537170151730E-4
5.55297029702974050E9	-1.88757157081229620E-4
5.55298029802983880E9	-1.88777786478651910E-4
5.55299029902994160E9	-1.88798425369169070E-4
5.55300030003004070E9	-1.88819073753745580E-4
5.55301030103014080E9	-1.88839731637203250E-4
5.55302030203024180E9	-1.88860399037864780E-4
5.55303030303034010E9	-1.88881075952837120E-4
5.55304030403044100E9	-1.88901762392728270E-4
5.55305030503054110E9	-1.88922458360431220E-4
5.55306030603064030E9	-1.88943163865589600E-4
5.55307030703074120E9	-1.88963878914953920E-4
5.55308030803084130E9	-1.88984603511417300E-4
5.55309030903094230E9	-1.89005337667516280E-4
5.55310031003104320E9	-1.89026081381322310E-4
5.55311031103114240E9	-1.89046834672122400E-4
5.55312031203124420E9	-1.89067597535094790E-4
5.55313031303134160E9	-1.89088369984704970E-4
5.55314031403144260E9	-1.89109152023845820E-4
5.55315031503154180E9	-1.89129943656374940E-4
5.55316031603164180E9	-1.89150744892900290E-4
5.55317031703174280E9	-1.89171555740172190E-4
5.55318031803184380E9	-1.89192376203012640E-4
5.55319031903194380E9	-1.89213206286243360E-4
5.55320032003204300E9	-1.89234046001436580E-4
5.55321032103214400E9	-1.89254895355342880E-4
5.55322032203224580E9	-1.89275754353748350E-4
5.55323032303234320E9	-1.89296622999546130E-4
5.55324032403244330E9	-1.89317501302379790E-4
5.55325032503254420E9	-1.89338389272857240E-4
5.55326032603264430E9	-1.89359286910014140E-4
5.55327032703274530E9	-1.89380194223494100E-4
5.55328032803284350E9	-1.89401111221012020E-4
5.55329032903294450E9	-1.89422037910282650E-4
5.55330033003304370E9	-1.89442974298056590E-4
5.55331033103314380E9	-1.89463920387226930E-4
5.55332033203324470E9	-1.89484876188401550E-4
5.55333033303334570E9	-1.89505841705437830E-4
5.55334033403344570E9	-1.89526816953765630E-4
5.55335033503354400E9	-1.89547801924705750E-4
5.55336033603364680E9	-1.89568796640438290E-4
5.55337033703374680E9	-1.89589801098070290E-4
5.55338033803384510E9	-1.89610815306280900E-4
5.55339033903394610E9	-1.89631839274713740E-4
5.55340034003404700E9	-1.89652873011083690E-4
5.55341034103414710E9	-1.89673916513462100E-4
5.55342034203424810E9	-1.89694969800171580E-4
5.55343034303434720E9	-1.89716032868319280E-4
5.55344034403444550E9	-1.89737105734299090E-4
5.55345034503454650E9	-1.89758188399075520E-4
5.55346034603464740E9	-1.89779280868434670E-4
5.55347034703474750E9	-1.89800383154913190E-4
5.55348034803484760E9	-1.89821495254653700E-4
5.55349034903494850E9	-1.89842617187907630E-4
5.55350035003504770E9	-1.89863748952746380E-4
5.55351035103514870E9	-1.89884890562670860E-4
5.55352035203524870E9	-1.89906042012859410E-4
5.55353035303534610E9	-1.89927203317777330E-4
5.55354035403544620E9	-1.89948374492854240E-4
5.55355035503554720E9	-1.89969555530375440E-4
5.55356035603564810E9	-1.89990746448663650E-4
5.55357035703574820E9	-1.90011947244825950E-4
5.55358035803584920E9	-1.90033157931398790E-4
5.55359035903594740E9	-1.90054378511275420E-4
5.55360036003604930E9	-1.90075609002778470E-4
5.55361036103615020E9	-1.90096849403015030E-4
5.55362036203624850E9	-1.90118099714878190E-4
5.55363036303634950E9	-1.90139359953797540E-4
5.55364036403644960E9	-1.90160630124594920E-4
5.55365036503654870E9	-1.90181910235949550E-4
5.55366036603664970E9	-1.90203200289790250E-4
5.55367036703674980E9	-1.90224500295760590E-4
5.55368036803684890E9	-1.90245810255789240E-4
5.55369036903694900E9	-1.90267130189163300E-4
5.55370037003705090E9	-1.90288460096847190E-4
5.55371037103715090E9	-1.90309799980769640E-4
5.55372037203725190E9	-1.90331149854431760E-4
5.55373037303735020E9	-1.90352509722655090E-4
5.55374037403745020E9	-1.90373879596047790E-4
5.55375037503755030E9	-1.90395259468823740E-4
5.55376037603765130E9	-1.90416649363163050E-4
5.55377037703775220E9	-1.90438049280030160E-4
5.55378037803785140E9	-1.90459459225211170E-4
5.55379037903795150E9	-1.90480879209314050E-4
5.55380038003805070E9	-1.90502309234267520E-4
5.55381038103815160E9	-1.90523749314536910E-4
5.55382038203825170E9	-1.90545199450122340E-4
5.55383038303835090E9	-1.90566659654524710E-4
5.55384038403845090E9	-1.90588129924851060E-4
5.55385038503855190E9	-1.90609610279424110E-4
5.55386038603865200E9	-1.90631100720172600E-4
5.55387038703875290E9	-1.90652601251918340E-4
5.55388038803885300E9	-1.90674111889126690E-4
5.55389038903895220E9	-1.90695632631797670E-4
5.55390039003905220E9	-1.90717163491503580E-4
5.55391039103915320E9	-1.90738704470173160E-4
5.55392039203925240E9	-1.90760255577449960E-4
5.55393039303935330E9	-1.90781816827799290E-4
5.55394039403945340E9	-1.90803388220256980E-4
5.55395039503955350E9	-1.90824969760609080E-4
5.55396039603965440E9	-1.90846561459463480E-4
5.55397039703975450E9	-1.90868163326463900E-4
5.55398039803985280E9	-1.90889775366431990E-4
5.55399039903995370E9	-1.90911397586118330E-4
5.55400040004005470E9	-1.90933029992273480E-4
5.55401040104015480E9	-1.90954672592612230E-4
5.55402040204025570E9	-1.90976325394849460E-4
5.55403040304035310E9	-1.90997988406700080E-4
5.55404040404045410E9	-1.91019661631057210E-4
5.55405040504055410E9	-1.91041345085279210E-4
5.55406040604065510E9	-1.91063038766473010E-4
5.55407040704075520E9	-1.91084742686210980E-4
5.55408040804085520E9	-1.91106456850279180E-4
5.55409040904095620E9	-1.91128181266392700E-4
5.55410041004105540E9	-1.91149915943230480E-4
5.55411041104115630E9	-1.91171660889471880E-4
5.55412041204125640E9	-1.91193416107045660E-4
5.55413041304135470E9	-1.91215181606559700E-4
5.55414041404145560E9	-1.91236957396693260E-4
5.55415041504155660E9	-1.91258743482268210E-4
5.55416041604165670E9	-1.91280539871963580E-4
5.55417041704175760E9	-1.91302346572530110E-4
5.55418041804185680E9	-1.91324163590718130E-4
5.55419041904195690E9	-1.91345990938100070E-4
5.55420042004205780E9	-1.91367828614675870E-4
5.55421042104215790E9	-1.91389676633946550E-4
5.55422042204225800E9	-1.91411534999769570E-4
5.55423042304235710E9	-1.91433403721788520E-4
5.55424042404245810E9	-1.91455282803860930E-4
5.55425042504255820E9	-1.91477172261416250E-4
5.55426042604265820E9	-1.91499072093490420E-4
5.55427042704275920E9	-1.91520982308762560E-4
5.55428042804285660E9	-1.91542902916876260E-4
5.55429042904295670E9	-1.91564833925546420E-4
5.55430043004305760E9	-1.91586775344416480E-4
5.55431043104315860E9	-1.91608727172522310E-4
5.55432043204325950E9	-1.91630689426257940E-4
5.55433043304335780E9	-1.91652662105623280E-4
5.55434043404345880E9	-1.91674645225083800E-4
5.55435043504355890E9	-1.91696638788496900E-4
5.55436043604365980E9	-1.91718642804541760E-4
5.55437043704375990E9	-1.91740657280933390E-4
5.55438043804385990E9	-1.91762682217671720E-4
5.55439043904396090E9	-1.91784717634043830E-4
5.55440044004405830E9	-1.91806763531978630E-4
5.55441044104416020E9	-1.91828819919190830E-4
5.55442044204425930E9	-1.91850886803395370E-4
5.55443044304435940E9	-1.91872964191342770E-4
5.55444044404446040E9	-1.91895052092676570E-4
5.55445044504456040E9	-1.91917150511254330E-4
5.55446044604466140E9	-1.91939259458648180E-4
5.55447044704476230E9	-1.91961378937751340E-4
5.55448044804486150E9	-1.91983508959171710E-4
5.55449044904496070E9	-1.92005649535445900E-4
5.55450045004506170E9	-1.92027800658859200E-4
5.55451045104516080E9	-1.92049962355449130E-4
5.55452045204526180E9	-1.92072134624251370E-4
5.55453045304536100E9	-1.92094317472980800E-4
5.55454045404546100E9	-1.92116510905494970E-4
5.55455045504556200E9	-1.92138714934330430E-4
5.55456045604566210E9	-1.92160929567202080E-4
5.55457045704576210E9	-1.92183154811824800E-4
5.55458045804586130E9	-1.92205390673020340E-4
5.55459045904596230E9	-1.92227637158503570E-4
5.55460046004606230E9	-1.92249894283704310E-4
5.55461046104616240E9	-1.92272162039943370E-4
5.55462046204626340E9	-1.92294440452293940E-4
5.55463046304636250E9	-1.92316729517863070E-4
5.55464046404646260E9	-1.92339029250151670E-4
5.55465046504656360E9	-1.92361339653017230E-4
5.55466046604666270E9	-1.92383660734174630E-4
5.55467046704676370E9	-1.92405992500374470E-4
5.55468046804686290E9	-1.92428334963188920E-4
5.55469046904696380E9	-1.92450688129368560E-4
5.55470047004706480E9	-1.92473052006628230E-4
5.55471047104716580E9	-1.92495426601718460E-4
5.55472047204726400E9	-1.92517811918496730E-4
5.55473047304736410E9	-1.92540207971428350E-4
5.55474047404746510E9	-1.92562614764370820E-4
5.55475047504756430E9	-1.92585032309860790E-4
5.55476047604766430E9	-1.92607460609826920E-4
5.55477047704776530E9	-1.92629899674877310E-4
5.55478047804786450E9	-1.92652349510797950E-4
5.55479047904796450E9	-1.92674810128196940E-4
5.55480048004806460E9	-1.92697281530931570E-4
5.55481048104816380E9	-1.92719763730574250E-4
5.55482048204826560E9	-1.92742256734839760E-4
5.55483048304836480E9	-1.92764760553371790E-4
5.55484048404846580E9	-1.92787275183277320E-4
5.55485048504856670E9	-1.92809800646736360E-4
5.55486048604866680E9	-1.92832336939891770E-4
5.55487048704876680E9	-1.92854884076244400E-4
5.55488048804886430E9	-1.92877442065437910E-4
5.55489048904896700E9	-1.92900010910365350E-4
5.55490049004906530E9	-1.92922590622599000E-4
5.55491049104916530E9	-1.92945181210818100E-4
5.55492049204926720E9	-1.92967782680808830E-4
5.55493049304936730E9	-1.92990395035464380E-4
5.55494049404946730E9	-1.93013018292143010E-4
5.55495049504956830E9	-1.93035652453737970E-4
5.55496049604966750E9	-1.93058297528928340E-4
5.55497049704976750E9	-1.93080953525429110E-4
5.55498049804986670E9	-1.93103620451919470E-4
5.55499049904996860E9	-1.93126298312256920E-4
5.55500050005006860E9	-1.93148987123799800E-4
5.55501050105016960E9	-1.93171686884619500E-4
5.55502050205026880E9	-1.93194397608217020E-4
5.55503050305036790E9	-1.93217119299414140E-4
5.55504050405046890E9	-1.93239851963997070E-4
5.55505050505056720E9	-1.93262595619324130E-4
5.55506050605066900E9	-1.93285350265395530E-4
5.55507050705077000E9	-1.93308115913783410E-4
5.55508050805086830E9	-1.93330892569309690E-4
5.55509050905096920E9	-1.93353680243546620E-4
5.55510051005107020E9	-1.93376478939387280E-4
5.55511051105116850E9	-1.93399288676118770E-4
5.55512051205127030E9	-1.93422109448919470E-4
5.55513051305136950E9	-1.93444941271290330E-4
5.55514051405147050E9	-1.93467784146124420E-4
5.55515051505157050E9	-1.93490638093673280E-4
5.55516051605167150E9	-1.93513503110079530E-4
5.55517051705177070E9	-1.93536379209808480E-4
5.55518051805186900E9	-1.93559266398646310E-4
5.55519051905197080E9	-1.93582164685272270E-4
5.55520052005207000E9	-1.93605074075472560E-4
5.55521052105217090E9	-1.93627994580819430E-4
5.55522052205227100E9	-1.93650926209027710E-4
5.55523052305237110E9	-1.93673868966848020E-4
5.55524052405247200E9	-1.93696822862959550E-4
5.55525052505257300E9	-1.93719787905077200E-4
5.55526052605267220E9	-1.93742764099951440E-4
5.55527052705277220E9	-1.93765751459154600E-4
5.55528052805287050E9	-1.93788749990401590E-4
5.55529052905297150E9	-1.93811759699478480E-4
5.55530053005307240E9	-1.93834780594100290E-4
5.55531053105317250E9	-1.93857812682946130E-4
5.55532053205327170E9	-1.93880855974695310E-4
5.55533053305337270E9	-1.93903910484777460E-4
5.55534053405347270E9	-1.93926976208370940E-4
5.55535053505357280E9	-1.93950053161869820E-4
5.55536053605367370E9	-1.93973141352988840E-4
5.55537053705377290E9	-1.93996240785585710E-4
5.55538053805387210E9	-1.94019351474125520E-4
5.55539053905397220E9	-1.94042473420537180E-4
5.55540054005407310E9	-1.94065606640250370E-4
5.55541054105417320E9	-1.94088751136158180E-4
5.55542054205427330E9	-1.94111906915011150E-4
5.55543054305437420E9	-1.94135073988381630E-4
5.55544054405447340E9	-1.94158252368806220E-4
5.55545054505457440E9	-1.94181442052427490E-4
5.55546054605467620E9	-1.94204643059497030E-4
5.55547054705477630E9	-1.94227855393872220E-4
5.55548054805487370E9	-1.94251079065196590E-4
5.55549054905497460E9	-1.94274314075399120E-4
5.55550055005507380E9	-1.94297560439909400E-4
5.55551055105517390E9	-1.94320818168370900E-4
5.55552055205527480E9	-1.94344087262712570E-4
5.55553055305537490E9	-1.94367367733542240E-4
5.55554055405547500E9	-1.94390659591467910E-4
5.55555055505557590E9	-1.94413962845168760E-4
5.55556055605567510E9	-1.94437277496573580E-4
5.55557055705577520E9	-1.94460603559183350E-4
5.55558055805587530E9	-1.94483941045534750E-4
5.55559055905597440E9	-1.94507289954663490E-4
5.55560056005607630E9	-1.94530650302963550E-4
5.55561056105617720E9	-1.94554022094292490E-4
5.55562056205627820E9	-1.94577405338293820E-4
5.55563056305637560E9	-1.94600800046539920E-4
5.55564056405647650E9	-1.94624206222888230E-4
5.55565056505657570E9	-1.94647623874089290E-4
5.55566056605667670E9	-1.94671053016537090E-4
5.55567056705677760E9	-1.94694493653124740E-4
5.55568056805687770E9	-1.94717945788674250E-4
5.55569056905697870E9	-1.94741409441508130E-4
5.55570057005707780E9	-1.94764884615484000E-4
5.55571057105717790E9	-1.94788371316388040E-4
5.55572057205727890E9	-1.94811869554828170E-4
5.55573057305737720E9	-1.94835379336590590E-4
5.55574057405747810E9	-1.94858900679033660E-4
5.55575057505757820E9	-1.94882433579264310E-4
5.55576057605767910E9	-1.94905978052712480E-4
5.55577057705778010E9	-1.94929534106128520E-4
5.55578057805787660E9	-1.94953101754942160E-4
5.55579057905797760E9	-1.94976680994331670E-4
5.55580058005807760E9	-1.95000271841655600E-4
