freq	dB(S(2,1))
5.57966296629700320E9	-3.30257643637920410E-4
5.57967296729710420E9	-3.30392380068932920E-4
5.57968296829720330E9	-3.30527269099163190E-4
5.57969296929730340E9	-3.30662310979352990E-4
5.57970297029740440E9	-3.30797505961208490E-4
5.57971297129750530E9	-3.30932854304150980E-4
5.57972297229760450E9	-3.31068356252171550E-4
5.57973297329770280E9	-3.31204012065655910E-4
5.57974297429780290E9	-3.31339821998238900E-4
5.57975297529790380E9	-3.31475786302591310E-4
5.57976297629800480E9	-3.31611905239098800E-4
5.57977297729810480E9	-3.31748179057538910E-4
5.57978297829820490E9	-3.31884608020225970E-4
5.57979297929830230E9	-3.32021192381759490E-4
5.57980298029840500E9	-3.32157932396739140E-4
5.57981298129850420E9	-3.32294828333265400E-4
5.57982298229860430E9	-3.32431880439187260E-4
5.57983298329870440E9	-3.32569088982605530E-4
5.57984298429880530E9	-3.32706454220048540E-4
5.57985298529890540E9	-3.32843976410937610E-4
5.57986298629900720E9	-3.32981655816623200E-4
5.57987298729910640E9	-3.33119492702312850E-4
5.57988298829920560E9	-3.33257487330321170E-4
5.57989298929930570E9	-3.33395639960069800E-4
5.57990299029940480E9	-3.33533950854837840E-4
5.57991299129950580E9	-3.33672420279832950E-4
5.57992299229960590E9	-3.33811048501227430E-4
5.57993299329970500E9	-3.33949835783264650E-4
5.57994299429980600E9	-3.34088782393081370E-4
5.57995299529990700E9	-3.34227888593956560E-4
5.57996299630000700E9	-3.34367154653027220E-4
5.57997299730010800E9	-3.34506580844180280E-4
5.57998299830020630E9	-3.34646167427801980E-4
5.57999299930030720E9	-3.34785914676815200E-4
5.58000300030040910E9	-3.34925822856428070E-4
5.58001300130050910E9	-3.35065892240527940E-4
5.58002300230060830E9	-3.35206123097215870E-4
5.58003300330070750E9	-3.35346515703272500E-4
5.58004300430080760E9	-3.35487070325834580E-4
5.58005300530090680E9	-3.35627787232039140E-4
5.58006300630100770E9	-3.35768666702523920E-4
5.58007300730110960E9	-3.35909709009248040E-4
5.58008300830120780E9	-3.36050914425134460E-4
5.58009300930130880E9	-3.36192283221177760E-4
5.58010301030140980E9	-3.36333815680908990E-4
5.58011301130150810E9	-3.36475512071465400E-4
5.58012301230160900E9	-3.36617372675413760E-4
5.58013301330170910E9	-3.36759397767606310E-4
5.58014301430180910E9	-3.36901587627716600E-4
5.58015301530191010E9	-3.37043942528668380E-4
5.58016301630201110E9	-3.37186462754957050E-4
5.58017301730211110E9	-3.37329148580470580E-4
5.58018301830220940E9	-3.37472000299348540E-4
5.58019301930230950E9	-3.37615018172941730E-4
5.58020302030240960E9	-3.37758202491532340E-4
5.58021302130251050E9	-3.37901553539616330E-4
5.58022302230261060E9	-3.38045071596867740E-4
5.58023302330270980E9	-3.38188756946818270E-4
5.58024302430281070E9	-3.38332609874928150E-4
5.58025302530291080E9	-3.38476630664729110E-4
5.58026302630301090E9	-3.38620819596859590E-4
5.58027302730311270E9	-3.38765176963530700E-4
5.58028302830321100E9	-3.38909703048274120E-4
5.58029302930331110E9	-3.39054398141372330E-4
5.58030303030341200E9	-3.39199262524428220E-4
5.58031303130351300E9	-3.39344296489652870E-4
5.58032303230361220E9	-3.39489500324435770E-4
5.58033303330371130E9	-3.39634874320987870E-4
5.58034303430381230E9	-3.39780418765734370E-4
5.58035303530391150E9	-3.39926133952815280E-4
5.58036303630401240E9	-3.40072020175405940E-4
5.58037303730411250E9	-3.40218077714145470E-4
5.58038303830421260E9	-3.40364306877639190E-4
5.58039303930431350E9	-3.40510707949419400E-4
5.58040304030441360E9	-3.40657281229412320E-4
5.58041304130451280E9	-3.40804027005007360E-4
5.58042304230461370E9	-3.40950945575166830E-4
5.58043304330471290E9	-3.41098037238852480E-4
5.58044304430481300E9	-3.41245302295026500E-4
5.58045304530491390E9	-3.41392741032042800E-4
5.58046304630501490E9	-3.41540353750792440E-4
5.58047304730511500E9	-3.41688140755059240E-4
5.58048304830521320E9	-3.41836102341876740E-4
5.58049304930531420E9	-3.41984238807313990E-4
5.58050305030541250E9	-3.42132550456119460E-4
5.58051305130551430E9	-3.42281037587255370E-4
5.58052305230561350E9	-3.42429700509327710E-4
5.58053305330571450E9	-3.42578539516476880E-4
5.58054305430581540E9	-3.42727554915380490E-4
5.58055305530591550E9	-3.42876747013679760E-4
5.58056305630601470E9	-3.43026116110337400E-4
5.58057305730611560E9	-3.43175662512995140E-4
5.58058305830621570E9	-3.43325386531223530E-4
5.58059305930631490E9	-3.43475288469771110E-4
5.58060306030641500E9	-3.43625368631458050E-4
5.58061306130651590E9	-3.43775627335498510E-4
5.58062306230661600E9	-3.43926064875068960E-4
5.58063306330671600E9	-3.44076681575169950E-4
5.58064306430681700E9	-3.44227477736692930E-4
5.58065306530691620E9	-3.44378453674994710E-4
5.58066306630701630E9	-3.44529609697717330E-4
5.58067306730711540E9	-3.44680946125039880E-4
5.58068306830721640E9	-3.44832463262675320E-4
5.58069306930731730E9	-3.44984161428874050E-4
5.58070307030741650E9	-3.45136040935135750E-4
5.58071307130751840E9	-3.45288102095853100E-4
5.58072307230761840E9	-3.45440345231204970E-4
5.58073307330771760E9	-3.45592770656548790E-4
5.58074307430781680E9	-3.45745378688206010E-4
5.58075307530791780E9	-3.45898169644427170E-4
5.58076307630801870E9	-3.46051143846355470E-4
5.58077307730811880E9	-3.46204301606455370E-4
5.58078307830821710E9	-3.46357643254549650E-4
5.58079307930831710E9	-3.46511169105995800E-4
5.58080308030841720E9	-3.46664879486759060E-4
5.58081308130851820E9	-3.46818774716054490E-4
5.58082308230861820E9	-3.46972855115990160E-4
5.58083308330871920E9	-3.47127121012531780E-4
5.58084308430881930E9	-3.47281572732609160E-4
5.58085308530892020E9	-3.47436210594472960E-4
5.58086308630902120E9	-3.47591034930839450E-4
5.58087308730912120E9	-3.47746046064781260E-4
5.58088308830921860E9	-3.47901244329979060E-4
5.58089308930931780E9	-3.48056630050469980E-4
5.58090309030941790E9	-3.48212203558005840E-4
5.58091309130951880E9	-3.48367965175659580E-4
5.58092309230961980E9	-3.48523915241933710E-4
5.58093309330971990E9	-3.48680054082794210E-4
5.58094309430981990E9	-3.48836382033850610E-4
5.58095309530992090E9	-3.48992899427819660E-4
5.58096309631002190E9	-3.49149606602239530E-4
5.58097309731012010E9	-3.49306503878254570E-4
5.58098309831022020E9	-3.49463591605940140E-4
5.58099309931032120E9	-3.49620870118012840E-4
5.58100310031042120E9	-3.49778339745260560E-4
5.58101310131052220E9	-3.49936000826186480E-4
5.58102310231062230E9	-3.50093853708937170E-4
5.58103310331072060E9	-3.50251898717550250E-4
5.58104310431082060E9	-3.50410136205958530E-4
5.58105310531092070E9	-3.50568566504950230E-4
5.58106310631102160E9	-3.50727189960743590E-4
5.58107310731112170E9	-3.50886006917627880E-4
5.58108310831122270E9	-3.51045017712177640E-4
5.58109310931132190E9	-3.51204222695432880E-4
5.58110311031142280E9	-3.51363622207825620E-4
5.58111311131152290E9	-3.51523216593645540E-4
5.58112311231162290E9	-3.51683006201039470E-4
5.58113311331172210E9	-3.51842991379119140E-4
5.58114311431182310E9	-3.52003172474102670E-4
5.58115311531192320E9	-3.52163549831244320E-4
5.58116311631202410E9	-3.52324123805441850E-4
5.58117311731212420E9	-3.52484894743878120E-4
5.58118311831222160E9	-3.52645862996629060E-4
5.58119311931232340E9	-3.52807028920521400E-4
5.58120312031242440E9	-3.52968392865631090E-4
5.58121312131252360E9	-3.53129955179141360E-4
5.58122312231262360E9	-3.53291716227522600E-4
5.58123312331272460E9	-3.53453676356993500E-4
5.58124312431282470E9	-3.53615835923416500E-4
5.58125312531292470E9	-3.53778195292297770E-4
5.58126312631302570E9	-3.53940754813713680E-4
5.58127312731312490E9	-3.54103514848348680E-4
5.58128312831322320E9	-3.54266475747243350E-4
5.58129312931332500E9	-3.54429637890369740E-4
5.58130313031342420E9	-3.54593001622018230E-4
5.58131313131352510E9	-3.54756567311552470E-4
5.58132313231362610E9	-3.54920335311942290E-4
5.58133313331372530E9	-3.55084305997373310E-4
5.58134313431382530E9	-3.55248479730459140E-4
5.58135313531392630E9	-3.55412856874777640E-4
5.58136313631402640E9	-3.55577437796799600E-4
5.58137313731412640E9	-3.55742222861067510E-4
5.58138313831422560E9	-3.55907212439838580E-4
5.58139313931432480E9	-3.56072406895726570E-4
5.58140314031442570E9	-3.56237806603881560E-4
5.58141314131452580E9	-3.56403411935597080E-4
5.58142314231462680E9	-3.56569223259272760E-4
5.58143314331472680E9	-3.56735240945237480E-4
5.58144314431482690E9	-3.56901465367677510E-4
5.58145314531492790E9	-3.57067896899814750E-4
5.58146314631502880E9	-3.57234535920657460E-4
5.58147314731512800E9	-3.57401382802463270E-4
5.58148314831522630E9	-3.57568437925204700E-4
5.58149314931532640E9	-3.57735701661139680E-4
5.58150315031542730E9	-3.57903174394098310E-4
5.58151315131552830E9	-3.58070856499231560E-4
5.58152315231562830E9	-3.58238748355547810E-4
5.58153315331572750E9	-3.58406850350734900E-4
5.58154315431582760E9	-3.58575162861872740E-4
5.58155315531592850E9	-3.58743686268934160E-4
5.58156315631602950E9	-3.58912420963464560E-4
5.58157315731612780E9	-3.59081367326401410E-4
5.58158315831622790E9	-3.59250525736753360E-4
5.58159315931632880E9	-3.59419896593781020E-4
5.58160316031642890E9	-3.59589480271671390E-4
5.58161316131652980E9	-3.59759277171613420E-4
5.58162316231662990E9	-3.59929287669723320E-4
5.58163316331672820E9	-3.60099512171047740E-4
5.58164316431682830E9	-3.60269951052667100E-4
5.58165316531692920E9	-3.60440604713841980E-4
5.58166316631702930E9	-3.60611473547082850E-4
5.58167316731712940E9	-3.60782557943935260E-4
5.58168316831723030E9	-3.60953858300767380E-4
5.58169316931732950E9	-3.61125375012018070E-4
5.58170317031743050E9	-3.61297108477912850E-4
5.58171317131753050E9	-3.61469059095783910E-4
5.58172317231763150E9	-3.61641227261034890E-4
5.58173317331772980E9	-3.61813613372926920E-4
5.58174317431783070E9	-3.61986217835543120E-4
5.58175317531793080E9	-3.62159041046215880E-4
5.58176317631803260E9	-3.62332083409992790E-4
5.58177317731813090E9	-3.62505345330956890E-4
5.58178317831823100E9	-3.62678827212227260E-4
5.58179317931833110E9	-3.62852529457886950E-4
5.58180318031843200E9	-3.63026452479734290E-4
5.58181318131853120E9	-3.63200596674137580E-4
5.58182318231863130E9	-3.63374962458681590E-4
5.58183318331873400E9	-3.63549550244200330E-4
5.58184318431883230E9	-3.63724360431884100E-4
5.58185318531893240E9	-3.63899393444139510E-4
5.58186318631903330E9	-3.64074649680228290E-4
5.58187318731913430E9	-3.64250129562557270E-4
5.58188318831923170E9	-3.64425833500031790E-4
5.58189318931933260E9	-3.64601761914094260E-4
5.58190319031943270E9	-3.64777915214614800E-4
5.58191319131953370E9	-3.64954293824964720E-4
5.58192319231963370E9	-3.65130898157907110E-4
5.58193319331973380E9	-3.65307728636813240E-4
5.58194319431983480E9	-3.65484785676375350E-4
5.58195319531993390E9	-3.65662069704786590E-4
5.58196319632003400E9	-3.65839581138668060E-4
5.58197319732013500E9	-3.66017320406212840E-4
5.58198319832023500E9	-3.66195287924042170E-4
5.58199319932033420E9	-3.66373484123242490E-4
5.58200320032043430E9	-3.66551909431043170E-4
5.58201320132053520E9	-3.66730564272744490E-4
5.58202320232063620E9	-3.66909449076540200E-4
5.58203320332073270E9	-3.67088564270624040E-4
5.58204320432083460E9	-3.67267910290904800E-4
5.58205320532093550E9	-3.67447487563647130E-4
5.58206320632103650E9	-3.67627296522831550E-4
5.58207320732113570E9	-3.67807337606295400E-4
5.58208320832123480E9	-3.67987611239339610E-4
5.58209320932133580E9	-3.68168117867516950E-4
5.58210321032143670E9	-3.68348857917092600E-4
5.58211321132153680E9	-3.68529831834583770E-4
5.58212321232163780E9	-3.68711040064578910E-4
5.58213321332173700E9	-3.68892483033343410E-4
5.58214321432183610E9	-3.69074161184501690E-4
5.58215321532193620E9	-3.69256074967464180E-4
5.58216321632203630E9	-3.69438224821033100E-4
5.58217321732213720E9	-3.69620611191726130E-4
5.58218321832223640E9	-3.69803234522203270E-4
5.58219321932233650E9	-3.69986095258982010E-4
5.58220322032243740E9	-3.70169193853402060E-4
5.58221322132253840E9	-3.70352530747159040E-4
5.58222322232263850E9	-3.70536106402200800E-4
5.58223322332273670E9	-3.70719921256365610E-4
5.58224322432283770E9	-3.70903975767743920E-4
5.58225322532293690E9	-3.71088270390568550E-4
5.58226322632303780E9	-3.71272805578108090E-4
5.58227322732313970E9	-3.71457581781702560E-4
5.58228322832323800E9	-3.71642599461370970E-4
5.58229322932333890E9	-3.71827859078097190E-4
5.58230323032343900E9	-3.72013361089971720E-4
5.58231323132353820E9	-3.72199105946406080E-4
5.58232323232363910E9	-3.72385094120920890E-4
5.58233323332373920E9	-3.72571326070642650E-4
5.58234323432383840E9	-3.72757802256555330E-4
5.58235323532393850E9	-3.72944523149286500E-4
5.58236323632403940E9	-3.73131489207891810E-4
5.58237323732414130E9	-3.73318700903963350E-4
5.58238323832423870E9	-3.73506158702342760E-4
5.58239323932433960E9	-3.73693863077515730E-4
5.58240324032443970E9	-3.73881814491430650E-4
5.58241324132454060E9	-3.74070013423395320E-4
5.58242324232464160E9	-3.74258460341144520E-4
5.58243324332473990E9	-3.74447155715306490E-4
5.58244324432484170E9	-3.74636100030011040E-4
5.58245324532494270E9	-3.74825293751064240E-4
5.58246324632504100E9	-3.75014737363560260E-4
5.58247324732514190E9	-3.75204431344878130E-4
5.58248324832524110E9	-3.75394376169503910E-4
5.58249324932534030E9	-3.75584572324460410E-4
5.58250325032544040E9	-3.75775020289055740E-4
5.58251325132554220E9	-3.75965720544526550E-4
5.58252325232564320E9	-3.76156673577896020E-4
5.58253325332574060E9	-3.76347879877151610E-4
5.58254325432584060E9	-3.76539339924494780E-4
5.58255325532594160E9	-3.76731054213699320E-4
5.58256325632604170E9	-3.76923023226002400E-4
5.58257325732614260E9	-3.77115247452284750E-4
5.58258325832624270E9	-3.77307727396928570E-4
5.58259325932634280E9	-3.77500463541171350E-4
5.58260326032644370E9	-3.77693456381680190E-4
5.58261326132654470E9	-3.77886706413193620E-4
5.58262326232664470E9	-3.78080214139129820E-4
5.58263326332674300E9	-3.78273980048441420E-4
5.58264326432684130E9	-3.78468004642617740E-4
5.58265326532694320E9	-3.78662288423148220E-4
5.58266326632704410E9	-3.78856831897308450E-4
5.58267326732714420E9	-3.79051635560802150E-4
5.58268326832724340E9	-3.79246699918976350E-4
5.58269326932734430E9	-3.79442025478142760E-4
5.58270327032744440E9	-3.79637612749434620E-4
5.58271327132754540E9	-3.79833462228555870E-4
5.58272327232764540E9	-3.80029574442070040E-4
5.58273327332774460E9	-3.80225949888573920E-4
5.58274327432784470E9	-3.80422589085951880E-4
5.58275327532794560E9	-3.80619492538587420E-4
5.58276327632804480E9	-3.80816660771115420E-4
5.58277327732814580E9	-3.81014094292741400E-4
5.58278327832824490E9	-3.81211793627135980E-4
5.58279327932834410E9	-3.81409759287362160E-4
5.58280328032844510E9	-3.81607991790340370E-4
5.58281328132854600E9	-3.81806491669385520E-4
5.58282328232864610E9	-3.82005259433703110E-4
5.58283328332874620E9	-3.82204295613715050E-4
5.58284328432884710E9	-3.82403600730199460E-4
5.58285328532894630E9	-3.82603175320328990E-4
5.58286328632904640E9	-3.82803019895238170E-4
5.58287328732914560E9	-3.83003134999814860E-4
5.58288328832924650E9	-3.83203521151944450E-4
5.58289328932934660E9	-3.83404178889764060E-4
5.58290329032944750E9	-3.83605108745624790E-4
5.58291329132954760E9	-3.83806311254771070E-4
5.58292329232964770E9	-3.84007786953411360E-4
5.58293329332974690E9	-3.84209536376790290E-4
5.58294329432984690E9	-3.84411560061116700E-4
5.58295329532994790E9	-3.84613858553207600E-4
5.58296329633004710E9	-3.84816432391200800E-4
5.58297329733014710E9	-3.85019282112269550E-4
5.58298329833024810E9	-3.85222408273839530E-4
5.58299329933034900E9	-3.85425811405369160E-4
5.58300330033044820E9	-3.85629492063319650E-4
5.58301330133054830E9	-3.85833450798365970E-4
5.58302330233064840E9	-3.86037688149610550E-4
5.58303330333074750E9	-3.86242204681229980E-4
5.58304330433084850E9	-3.86447000934255500E-4
5.58305330533095030E9	-3.86652077472863720E-4
5.58306330633104860E9	-3.86857434842908180E-4
5.58307330733114960E9	-3.87063073608565360E-4
5.58308330833124970E9	-3.87268994327261500E-4
5.58309330933134880E9	-3.87475197553529550E-4
5.58310331033144980E9	-3.87681683849617900E-4
5.58311331133154900E9	-3.87888453783560740E-4
5.58312331233165080E9	-3.88095507914713260E-4
5.58313331333174910E9	-3.88302846813038820E-4
5.58314331433185010E9	-3.88510471036928530E-4
5.58315331533194930E9	-3.88718381165025130E-4
5.58316331633204930E9	-3.88926577761505850E-4
5.58317331733215030E9	-3.89135061399227580E-4
5.58318331833225030E9	-3.89343832649118580E-4
5.58319331933235130E9	-3.89552892084999990E-4
5.58320332033245230E9	-3.89762240286479410E-4
5.58321332133255230E9	-3.89971877831235860E-4
5.58322332233265330E9	-3.90181805295019760E-4
5.58323332333275070E9	-3.90392023256474420E-4
5.58324332433284990E9	-3.90602532308709180E-4
5.58325332533295080E9	-3.90813333018795110E-4
5.58326332633305180E9	-3.91024425982734720E-4
5.58327332733315180E9	-3.91235811782064950E-4
5.58328332833325100E9	-3.91447491005073590E-4
5.58329332933335290E9	-3.91659464246798630E-4
5.58330333033345210E9	-3.91871732088777680E-4
5.58331333133355210E9	-3.92084295130870910E-4
5.58332333233365130E9	-3.92297153962330560E-4
5.58333333333375230E9	-3.92510309190732490E-4
5.58334333433385230E9	-3.92723761395685140E-4
5.58335333533395330E9	-3.92937511186693110E-4
5.58336333633405420E9	-3.93151559163617300E-4
5.58337333733415430E9	-3.93365905922461010E-4
5.58338333833425260E9	-3.93580552076586490E-4
5.58339333933435180E9	-3.93795498222961630E-4
5.58340334033445270E9	-3.94010744967233780E-4
5.58341334133455370E9	-3.94226292923729730E-4
5.58342334233465380E9	-3.94442142700990320E-4
5.58343334333475470E9	-3.94658294906591990E-4
5.58344334433485480E9	-3.94874750155826120E-4
5.58345334533495490E9	-3.95091509067841700E-4
5.58346334633505580E9	-3.95308572254073010E-4
5.58347334733515500E9	-3.95525940326918590E-4
5.58348334833525420E9	-3.95743613919029120E-4
5.58349334933535420E9	-3.95961593641838800E-4
5.58350335033545520E9	-3.96179880120283730E-4
5.58351335133555620E9	-3.96398473984121310E-4
5.58352335233565620E9	-3.96617375850572660E-4
5.58353335333575450E9	-3.96836586353253120E-4
5.58354335433585460E9	-3.97056106123849430E-4
5.58355335533595550E9	-3.97275935786333400E-4
5.58356335633605560E9	-3.97496075975285200E-4
5.58357335733615660E9	-3.97716527333964100E-4
5.58358335833625750E9	-3.97937290483449320E-4
5.58359335933635670E9	-3.98158366072786670E-4
5.58360336033645680E9	-3.98379754739449780E-4
5.58361336133655770E9	-3.98601457124769750E-4
5.58362336233665690E9	-3.98823473870077730E-4
5.58363336333675520E9	-3.99045805618633900E-4
5.58364336433685620E9	-3.99268453020448890E-4
5.58365336533695620E9	-3.99491416719747680E-4
5.58366336633705720E9	-3.99714697374255930E-4
5.58367336733715720E9	-3.99938295624341040E-4
5.58368336833725730E9	-4.00162212133515460E-4
5.58369336933735830E9	-4.00386447546004120E-4
5.58370337033745830E9	-4.00611002529177450E-4
5.58371337133755750E9	-4.00835877732082050E-4
5.58372337233765850E9	-4.01061073824017540E-4
5.58373337333775770E9	-4.01286591463674560E-4
5.58374337433785770E9	-4.01512431313601770E-4
5.58375337533795780E9	-4.01738594044063110E-4
5.58376337633805960E9	-4.01965080307963430E-4
5.58377337733815970E9	-4.02191890792925570E-4
5.58378337833825800E9	-4.02419026159569880E-4
5.58379337933835810E9	-4.02646487088768360E-4
5.58380338033845900E9	-4.02874274243070560E-4
5.58381338133856000E9	-4.03102388306241810E-4
5.58382338233866000E9	-4.03330829959154790E-4
5.58383338333875830E9	-4.03559599879789130E-4
5.58384338433885840E9	-4.03788698749017440E-4
5.58385338533895940E9	-4.04018127239033390E-4
5.58386338633905940E9	-4.04247886060605490E-4
5.58387338733916040E9	-4.04477975881105590E-4
5.58388338833926050E9	-4.04708397393943730E-4
5.58389338933935960E9	-4.04939151299280910E-4
5.58390339033946150E9	-4.05170238277025870E-4
5.58391339133956240E9	-4.05401659033126100E-4
5.58392339233966070E9	-4.05633414257134460E-4
5.58393339333975990E9	-4.05865504651140970E-4
5.58394339433986000E9	-4.06097930914342610E-4
5.58395339533996090E9	-4.06330693745936600E-4
5.58396339634006190E9	-4.06563793863442950E-4
5.58397339734016200E9	-4.06797231957379780E-4
5.58398339834026030E9	-4.07031008744303160E-4
5.58399339934036120E9	-4.07265124933054420E-4
5.58400340034046220E9	-4.07499581232474920E-4
5.58401340134056130E9	-4.07734378360085530E-4
5.58402340234066140E9	-4.07969517033407140E-4
5.58403340334076150E9	-4.08204997966103460E-4
5.58404340434086240E9	-4.08440821883410710E-4
5.58405340534096250E9	-4.08676989497063750E-4
5.58406340634106350E9	-4.08913501539049930E-4
5.58407340734116350E9	-4.09150358741356260E-4
5.58408340834126180E9	-4.09387561816682590E-4
5.58409340934136190E9	-4.09625111507624240E-4
5.58410341034146200E9	-4.09863008533632200E-4
5.58411341134156290E9	-4.10101253638266440E-4
5.58412341234166300E9	-4.10339847556407820E-4
5.58413341334176220E9	-4.10578791024866070E-4
5.58414341434186310E9	-4.10818084778522330E-4
5.58415341534196410E9	-4.11057729566723660E-4
5.58416341634206330E9	-4.11297726126280060E-4
5.58417341734216510E9	-4.11538075208467100E-4
5.58418341834226340E9	-4.11778777558774860E-4
5.58419341934236440E9	-4.12019833930408200E-4
5.58420342034246620E9	-4.12261245072714290E-4
5.58421342134256540E9	-4.12503011739862830E-4
5.58422342234266540E9	-4.12745134685059160E-4
5.58423342334276460E9	-4.12987614678867040E-4
5.58424342434286470E9	-4.13230452465812890E-4
5.58425342534296390E9	-4.13473648820318470E-4
5.58426342634306480E9	-4.13717204497518140E-4
5.58427342734316670E9	-4.13961120267976490E-4
5.58428342834326500E9	-4.14205396908044680E-4
5.58429342934336590E9	-4.14450035178643630E-4
5.58430343034346600E9	-4.14695035864804140E-4
5.58431343134356520E9	-4.14940399721661100E-4
5.58432343234366610E9	-4.15186127544853710E-4
5.58433343334376530E9	-4.15432220109769010E-4
5.58434343434386630E9	-4.15678678191794580E-4
5.58435343534396630E9	-4.15925502587534090E-4
5.58436343634406730E9	-4.16172694065624600E-4
5.58437343734416740E9	-4.16420253433278380E-4
5.58438343834426650E9	-4.16668181468776130E-4
5.58439343934436660E9	-4.16916478964864900E-4
5.58440344034446490E9	-4.17165146723935190E-4
5.58441344134456760E9	-4.17414185535841220E-4
5.58442344234466770E9	-4.17663596203938070E-4
5.58443344334476690E9	-4.17913379529652480E-4
5.58444344434486780E9	-4.18163536318269100E-4
5.58445344534496790E9	-4.18414067370250110E-4
5.58446344634506890E9	-4.18664973497631010E-4
5.58447344734516980E9	-4.18916255513411520E-4
5.58448344834526810E9	-4.19167914232520290E-4
5.58449344934536820E9	-4.19419950453491810E-4
5.58450345034546910E9	-4.19672365019221870E-4
5.58451345134556830E9	-4.19925158728245140E-4
5.58452345234566930E9	-4.20178332412849540E-4
5.58453345334576850E9	-4.20431886896643900E-4
5.58454345434586940E9	-4.20685823006130290E-4
5.58455345534596860E9	-4.20940141566846290E-4
5.58456345634606950E9	-4.21194843417831240E-4
5.58457345734616960E9	-4.21449929382694500E-4
5.58458345834626880E9	-4.21705400302404240E-4
5.58459345934636970E9	-4.21961257019857520E-4
5.58460346034646980E9	-4.22217500370236640E-4
5.58461346134657080E9	-4.22474131200296550E-4
5.58462346234667170E9	-4.22731150347148700E-4
5.58463346334677000E9	-4.22988558670084910E-4
5.58464346434687010E9	-4.23246357017789430E-4
5.58465346534697100E9	-4.23504546234124750E-4
5.58466346634707110E9	-4.23763127186098300E-4
5.58467346734717120E9	-4.24022100717572670E-4
5.58468346834727210E9	-4.24281467705199770E-4
5.58469346934736950E9	-4.24541228998628740E-4
5.58470347034747050E9	-4.24801385469689490E-4
5.58471347134757230E9	-4.25061937978639910E-4
5.58472347234767060E9	-4.25322887402132200E-4
5.58473347334777160E9	-4.25584234608139230E-4
5.58474347434787250E9	-4.25845980477171080E-4
5.58475347534797260E9	-4.26108125881058800E-4
5.58476347634807360E9	-4.26370671706098750E-4
5.58477347734817360E9	-4.26633618826051110E-4
5.58478347834827100E9	-4.26896968131070050E-4
5.58479347934837200E9	-4.27160720510345900E-4
5.58480348034847210E9	-4.27424876846318560E-4
5.58481348134857130E9	-4.27689438039750950E-4
5.58482348234867220E9	-4.27954404982726900E-4
5.58483348334877230E9	-4.28219778571187960E-4
5.58484348434887230E9	-4.28485559707826620E-4
5.58485348534897420E9	-4.28751749297263810E-4
5.58486348634907430E9	-4.29018348238334730E-4
5.58487348734917250E9	-4.29285357446269260E-4
5.58488348834927260E9	-4.29552777823760220E-4
5.58489348934937360E9	-4.29820610292788440E-4
5.58490349034947360E9	-4.30088855757975710E-4
5.58491349134957460E9	-4.30357515152875790E-4
5.58492349234967560E9	-4.30626589385968470E-4
5.58493349334977300E9	-4.30896079390807520E-4
5.58494349434987390E9	-4.31165986080695340E-4
5.58495349534997580E9	-4.31436310401722790E-4
5.58496349635007580E9	-4.31707053272978760E-4
5.58497349735017680E9	-4.31978215633803940E-4
5.58498349835027510E9	-4.32249798414860110E-4
5.58499349935037430E9	-4.32521802572846780E-4
5.58500350035047520E9	-4.32794229034568990E-4
5.58501350135057530E9	-4.33067078747082770E-4
5.58502350235067540E9	-4.33340352664195550E-4
5.58503350335077450E9	-4.33614051732000230E-4
5.58504350435087550E9	-4.33888176912983340E-4
5.58505350535097560E9	-4.34162729154202420E-4
5.58506350635107650E9	-4.34437709418144990E-4
5.58507350735117750E9	-4.34713118668262850E-4
5.58508350835127400E9	-4.34988957862222050E-4
5.58509350935137580E9	-4.35265227979869350E-4
5.58510351035147680E9	-4.35541929984657370E-4
5.58511351135157770E9	-4.35819064849682380E-4
5.58512351235167780E9	-4.36096633547077060E-4
5.58513351335177700E9	-4.36374637070189840E-4
5.58514351435187710E9	-4.36653076385367540E-4
5.58515351535197800E9	-4.36931952485958950E-4
5.58516351635207810E9	-4.37211266354705600E-4
5.58517351735217730E9	-4.37491018984956880E-4
5.58518351835227820E9	-4.37771211370062390E-4
5.58519351935237830E9	-4.38051844505301170E-4
5.58520352035247750E9	-4.38332919392702540E-4
5.58521352135257840E9	-4.38614437030438880E-4
5.58522352235267850E9	-4.38896398428254740E-4
5.58523352335277770E9	-4.39178804590109360E-4
5.58524352435287770E9	-4.39461656530569830E-4
5.58525352535297870E9	-4.39744955259381600E-4
5.58526352635307970E9	-4.40028701796898680E-4
5.58527352735317970E9	-4.40312897163475010E-4
5.58528352835327800E9	-4.40597542378500510E-4
5.58529352935337720E9	-4.40882638475830820E-4
5.58530353035347820E9	-4.41168186476785350E-4
5.58531353135357910E9	-4.41454187417148520E-4
5.58532353235367920E9	-4.41740642327884100E-4
5.58533353335378010E9	-4.42027552255384930E-4
5.58534353435388020E9	-4.42314918236401590E-4
5.58535353535398030E9	-4.42602741309612390E-4
5.58536353635408120E9	-4.42891022535877350E-4
5.58537353735418040E9	-4.43179762948089360E-4
5.58538353835427870E9	-4.43468963623503140E-4
5.58539353935437970E9	-4.43758625595976670E-4
5.58540354035447970E9	-4.44048749941800120E-4
5.58541354135458070E9	-4.44339337713155210E-4
5.58542354235468250E9	-4.44630389981511080E-4
5.58543354335478170E9	-4.44921907819301500E-4
5.58544354435488090E9	-4.45213892294138440E-4
5.58545354535498180E9	-4.45506344484242510E-4
5.58546354635508190E9	-4.45799265469763030E-4
5.58547354735518290E9	-4.46092656331814300E-4
