 Sonnet Data File
 From: sonnet Version : 17.56
 From Emgraph Data: 
 Data File Written: 12/15/2021 12:00:56
File Marker Date: 11/26/2021 15:31:38
PPC_Dim_will_be_squared = 50.0
read_gap = 8.0
read_line = 20.0
read_gap2 = 7.5
O_coupler = 14.0
Box_w = 250.0
R 49.53430
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
5.500000000000000,-2.229575300e-3,-0.020802930536,0.9947227801716,-0.100429221896,0.9947227801716,-0.100429221896,-1.976462345e-3,-0.020828502646
5.500005000000001,-2.229922138e-3,-0.020805607118,0.9947224439686,-0.100431972788,0.9947224439686,-0.100431972788,-1.976773810e-3,-0.020831179942
5.500010000000001,-2.230269142e-3,-0.020808284866,0.9947221076206,-0.100434724833,0.9947221076206,-0.100434724833,-1.977087949e-3,-0.020833861650
5.500015000000000,-2.230616311e-3,-0.020810963781,0.9947217711139,-0.100437478046,0.9947217711139,-0.100437478046,-1.977402240e-3,-0.020836544526
5.500020000000000,-2.230963646e-3,-0.020813643864,0.9947214344484,-0.100440232428,0.9947214344484,-0.100440232428,-1.977716682e-3,-0.020839228571
5.500025000000000,-2.231311147e-3,-0.020816325116,0.9947210976241,-0.100442987979,0.9947210976241,-0.100442987979,-1.978031276e-3,-0.020841913787
5.500030000000001,-2.231658814e-3,-0.020819007536,0.9947207606408,-0.100445744700,0.9947207606408,-0.100445744700,-1.978346022e-3,-0.020844600175
5.500035000000000,-2.232006648e-3,-0.020821691127,0.9947204234984,-0.100448502592,0.9947204234984,-0.100448502592,-1.978660920e-3,-0.020847287734
5.500040000000000,-2.232354648e-3,-0.020824375888,0.9947200861968,-0.100451261656,0.9947200861968,-0.100451261656,-1.978975970e-3,-0.020849976466
5.500045000000000,-2.232702814e-3,-0.020827061821,0.9947197487358,-0.100454021893,0.9947197487358,-0.100454021893,-1.979291172e-3,-0.020852666371
5.500050000000001,-2.233051147e-3,-0.020829748926,0.9947194111154,-0.100456783302,0.9947194111154,-0.100456783302,-1.979606527e-3,-0.020855357451
5.500055000000001,-2.233399647e-3,-0.020832437204,0.9947190733355,-0.100459545886,0.9947190733355,-0.100459545886,-1.979922033e-3,-0.020858049705
5.500060000000000,-2.233748313e-3,-0.020835126656,0.9947187353959,-0.100462309645,0.9947187353959,-0.100462309645,-1.980237693e-3,-0.020860743136
5.500065000000000,-2.234097146e-3,-0.020837817282,0.9947183972965,-0.100465074579,0.9947183972965,-0.100465074579,-1.980553504e-3,-0.020863437743
5.500070000000000,-2.234446147e-3,-0.020840509084,0.9947180590372,-0.100467840689,0.9947180590372,-0.100467840689,-1.980869469e-3,-0.020866133527
5.500075000000001,-2.234795315e-3,-0.020843202062,0.9947177206179,-0.100470607977,0.9947177206179,-0.100470607977,-1.981185586e-3,-0.020868830490
5.500080000000001,-2.235144650e-3,-0.020845896217,0.9947173820385,-0.100473376443,0.9947173820385,-0.100473376443,-1.981501856e-3,-0.020871528632
5.500085000000000,-2.235494152e-3,-0.020848591550,0.9947170432988,-0.100476146087,0.9947170432988,-0.100476146087,-1.981818280e-3,-0.020874227953
5.500090000000000,-2.235843822e-3,-0.020851288061,0.9947167043988,-0.100478916911,0.9947167043988,-0.100478916911,-1.982134856e-3,-0.020876928454
5.500095000000000,-2.236193660e-3,-0.020853985751,0.9947163653383,-0.100481688914,0.9947163653383,-0.100481688914,-1.982451586e-3,-0.020879630137
5.500100000000001,-2.236543666e-3,-0.020856684621,0.9947160261172,-0.100484462099,0.9947160261172,-0.100484462099,-1.982768469e-3,-0.020882333002
5.500105000000000,-2.236893839e-3,-0.020859384672,0.9947156867354,-0.100487236466,0.9947156867354,-0.100487236466,-1.983085505e-3,-0.020885037049
5.500110000000000,-2.237244181e-3,-0.020862085905,0.9947153471927,-0.100490012015,0.9947153471927,-0.100490012015,-1.983402695e-3,-0.020887742281
5.500115000000000,-2.237594690e-3,-0.020864788320,0.9947150074892,-0.100492788748,0.9947150074892,-0.100492788748,-1.983720039e-3,-0.020890448696
5.500120000000001,-2.237945368e-3,-0.020867491918,0.9947146676246,-0.100495566665,0.9947146676246,-0.100495566665,-1.984037536e-3,-0.020893156297
5.500125000000001,-2.238296215e-3,-0.020870196700,0.9947143275988,-0.100498345766,0.9947143275988,-0.100498345766,-1.984355188e-3,-0.020895865083
5.500130000000000,-2.238647229e-3,-0.020872902666,0.9947139874117,-0.100501126054,0.9947139874117,-0.100501126054,-1.984672993e-3,-0.020898575056
5.500135000000000,-2.238998413e-3,-0.020875609818,0.9947136470633,-0.100503907527,0.9947136470633,-0.100503907527,-1.984990953e-3,-0.020901286217
5.500140000000000,-2.239349765e-3,-0.020878318157,0.9947133065533,-0.100506690188,0.9947133065533,-0.100506690188,-1.985309067e-3,-0.020903998566
5.500145000000001,-2.239701286e-3,-0.020881027682,0.9947129658816,-0.100509474037,0.9947129658816,-0.100509474037,-1.985627335e-3,-0.020906712104
5.500150000000001,-2.240052977e-3,-0.020883738395,0.9947126250483,-0.100512259075,0.9947126250483,-0.100512259075,-1.985945758e-3,-0.020909426832
5.500155000000000,-2.240404836e-3,-0.020886450297,0.9947122840530,-0.100515045303,0.9947122840530,-0.100515045303,-1.986264335e-3,-0.020912142750
5.500160000000000,-2.240756864e-3,-0.020889163388,0.9947119428958,-0.100517832720,0.9947119428958,-0.100517832720,-1.986583067e-3,-0.020914859860
5.500165000000000,-2.241109062e-3,-0.020891877669,0.9947116015765,-0.100520621329,0.9947116015765,-0.100520621329,-1.986901954e-3,-0.020917578162
5.500170000000001,-2.241461430e-3,-0.020894593141,0.9947112600950,-0.100523411130,0.9947112600950,-0.100523411130,-1.987220996e-3,-0.020920297657
