 Sonnet Data File
 From: sonnet Version : 17.56
 From Emgraph Data: 
 Data File Written: 10/28/2021 11:22:07
File Marker Date: 10/27/2021 16:23:57
PPC_Dim_will_be_squared = 51.0
read_gap = 8.0
read_line = 20.0
read_gap2 = 7.5
O_coupler = 12.0
Box_w = 250.0
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S21],ANG[S21],DB[S22],ANG[S22]
5.431389297887156,-5.000467690445,-129.0243693108,-1.650669324960,-38.68309673433,-1.650669324960,-38.68309673433,-5.000467690470,-128.3418283670
5.431389297893200,-5.000467507769,-129.0243701306,-1.650669409467,-38.68309755374,-1.650669409467,-38.68309755374,-5.000467507793,-128.3418291868
5.431389297899126,-5.000467328652,-129.0243709342,-1.650669492305,-38.68309835719,-1.650669492305,-38.68309835719,-5.000467328676,-128.3418299904
5.431389297904937,-5.000467152997,-129.0243717219,-1.650669573504,-38.68309914511,-1.650669573504,-38.68309914511,-5.000467153022,-128.3418307780
5.431389297910635,-5.000466980771,-129.0243724946,-1.650669653163,-38.68309991764,-1.650669653163,-38.68309991764,-5.000466980796,-128.3418315508
5.431389297916223,-5.000466811854,-129.0243732520,-1.650669731238,-38.68310067534,-1.650669731238,-38.68310067534,-5.000466811879,-128.3418323081
5.431389297921705,-5.000466646136,-129.0243739954,-1.650669807872,-38.68310141868,-1.650669807872,-38.68310141868,-5.000466646161,-128.3418330515
5.431389297927417,-5.000466473496,-129.0243747699,-1.650669887707,-38.68310219308,-1.650669887707,-38.68310219308,-5.000466473521,-128.3418338260
5.431389297933241,-5.000466297443,-129.0243755595,-1.650669969106,-38.68310298278,-1.650669969106,-38.68310298278,-5.000466297468,-128.3418346156
5.431389297939181,-5.000466117871,-129.0243763644,-1.650670052078,-38.68310378828,-1.650670052078,-38.68310378828,-5.000466117895,-128.3418354205
5.431389297945239,-5.000465934770,-129.0243771859,-1.650670136759,-38.68310460959,-1.650670136759,-38.68310460959,-5.000465934795,-128.3418362419
5.431389297951417,-5.000465748055,-129.0243780237,-1.650670223127,-38.68310544712,-1.650670223127,-38.68310544712,-5.000465748079,-128.3418370797
5.431389297957717,-5.000465557647,-129.0243788785,-1.650670311240,-38.68310630122,-1.650670311240,-38.68310630122,-5.000465557671,-128.3418379345
5.431389297964143,-5.000465363401,-129.0243797497,-1.650670401045,-38.68310717253,-1.650670401045,-38.68310717253,-5.000465363426,-128.3418388056
5.431389297970695,-5.000465165264,-129.0243806376,-1.650670492580,-38.68310806129,-1.650670492580,-38.68310806129,-5.000465165289,-128.3418396935
5.431389297977379,-5.000464963300,-129.0243815442,-1.650670586031,-38.68310896722,-1.650670586031,-38.68310896722,-5.000464963325,-128.3418406001
5.431389297984195,-5.000464757254,-129.0243824682,-1.650670681285,-38.68310989147,-1.650670681285,-38.68310989147,-5.000464757279,-128.3418415241
5.431389297991146,-5.000464547132,-129.0243834103,-1.650670778394,-38.68311083399,-1.650670778394,-38.68311083399,-5.000464547156,-128.3418424661
5.431389297998234,-5.000464332928,-129.0243843719,-1.650670877528,-38.68311179483,-1.650670877528,-38.68311179483,-5.000464332953,-128.3418434277
5.431389298005464,-5.000464114381,-129.0243853521,-1.650670978572,-38.68311277514,-1.650670978572,-38.68311277514,-5.000464114406,-128.3418444079
5.431389298012837,-5.000463891541,-129.0243863519,-1.650671081631,-38.68311377472,-1.650671081631,-38.68311377472,-5.000463891566,-128.3418454076
5.431389298020355,-5.000463664317,-129.0243873718,-1.650671186764,-38.68311479395,-1.650671186764,-38.68311479395,-5.000463664341,-128.3418464275
5.431389298028024,-5.000463432450,-129.0243884109,-1.650671293884,-38.68311583402,-1.650671293884,-38.68311583402,-5.000463432475,-128.3418474666
5.431389298035844,-5.000463196099,-129.0243894714,-1.650671403207,-38.68311689420,-1.650671403207,-38.68311689420,-5.000463196124,-128.3418485271
5.431389298043820,-5.000462954939,-129.0243905522,-1.650671514617,-38.68311797595,-1.650671514617,-38.68311797595,-5.000462954964,-128.3418496078
5.431389298051954,-5.000462709163,-129.0243916557,-1.650671628376,-38.68311907840,-1.650671628376,-38.68311907840,-5.000462709188,-128.3418507113
5.431389298060249,-5.000462458397,-129.0243927801,-1.650671744282,-38.68312020324,-1.650671744282,-38.68312020324,-5.000462458422,-128.3418518357
5.431389298068709,-5.000462202623,-129.0243939268,-1.650671862481,-38.68312135054,-1.650671862481,-38.68312135054,-5.000462202647,-128.3418529823
5.431389298077336,-5.000461941858,-129.0243950970,-1.650671983111,-38.68312252023,-1.650671983111,-38.68312252023,-5.000461941883,-128.3418541524
5.431389298086136,-5.000461675969,-129.0243962905,-1.650672106148,-38.68312371290,-1.650672106148,-38.68312371290,-5.000461675994,-128.3418553460
5.431389298095108,-5.000461404694,-129.0243975066,-1.650672231509,-38.68312492974,-1.650672231509,-38.68312492974,-5.000461404719,-128.3418565620
5.431389298104260,-5.000461128083,-129.0243987476,-1.650672359437,-38.68312617051,-1.650672359437,-38.68312617051,-5.000461128108,-128.3418578030
5.431389298113593,-5.000460846020,-129.0244000134,-1.650672489916,-38.68312743573,-1.650672489916,-38.68312743573,-5.000460846045,-128.3418590687
5.431389298123110,-5.000460558319,-129.0244013037,-1.650672622927,-38.68312872625,-1.650672622927,-38.68312872625,-5.000460558344,-128.3418603590
5.431389298132816,-5.000460264906,-129.0244026197,-1.650672758588,-38.68313004238,-1.650672758588,-38.68313004238,-5.000460264931,-128.3418616749
5.431389298142716,-5.000459965704,-129.0244039620,-1.650672896963,-38.68313138449,-1.650672896963,-38.68313138449,-5.000459965729,-128.3418630172
5.431389298152811,-5.000459660540,-129.0244053308,-1.650673038066,-38.68313275333,-1.650673038066,-38.68313275333,-5.000459660565,-128.3418643860
5.431389298163107,-5.000459349299,-129.0244067265,-1.650673181941,-38.68313414944,-1.650673181941,-38.68313414944,-5.000459349324,-128.3418657817
5.431389298173607,-5.000459031831,-129.0244081494,-1.650673328619,-38.68313557348,-1.650673328619,-38.68313557348,-5.000459031855,-128.3418672045
5.431389298184316,-5.000458708236,-129.0244096024,-1.650673478398,-38.68313702500,-1.650673478398,-38.68313702500,-5.000458708261,-128.3418686575
5.431389298195238,-5.000458378068,-129.0244110827,-1.650673630996,-38.68313850601,-1.650673630996,-38.68313850601,-5.000458378092,-128.3418701377
5.431389298206375,-5.000458041388,-129.0244125929,-1.650673786667,-38.68314001622,-1.650673786667,-38.68314001622,-5.000458041413,-128.3418716478
5.431389298217733,-5.000457698124,-129.0244141333,-1.650673945466,-38.68314155597,-1.650673945466,-38.68314155597,-5.000457698148,-128.3418731882
5.431389298229318,-5.000457348036,-129.0244157047,-1.650674107452,-38.68314312633,-1.650674107452,-38.68314312633,-5.000457348061,-128.3418747596
5.431389298241132,-5.000456990823,-129.0244173056,-1.650674272474,-38.68314472865,-1.650674272474,-38.68314472865,-5.000456990847,-128.3418763604
5.431389298249282,-5.000454427985,-129.0244266992,-1.650675241007,-38.68315622461,-1.650675240785,-38.68315622455,-5.000454427994,-128.3418857552
5.431389298265467,-4.933286866865,-128.3799951822,-1.583871219863,-38.98082434911,-1.583871219863,-38.98082434911,-4.933287192944,-127.6974750985
5.431389298277998,-4.931554248010,-128.3875761366,-1.584633365435,-38.98868133995,-1.584633365435,-38.98868133995,-4.931554573196,-127.7050558287
5.431389298290777,-4.929787162770,-128.3953101463,-1.585411123741,-38.99669700235,-1.585411123741,-38.99669700235,-4.929787487045,-127.7127896097
5.431389298303810,-4.927984758657,-128.4032010733,-1.586204896885,-39.00487534654,-1.586204896885,-39.00487534654,-4.927985082004,-127.7206803035
5.431389298317102,-4.926146390268,-128.4112518767,-1.587014996828,-39.01321945033,-1.587014996828,-39.01321945033,-4.926146712668,-127.7287308690
5.431389298330657,-4.924271245353,-128.4194662699,-1.587841812181,-39.02173315615,-1.587841812181,-39.02173315615,-4.924271566787,-127.7369450197
5.431389298344482,-4.922358670463,-128.4278472586,-1.588685660996,-39.03041959275,-1.588685660996,-39.03041959275,-4.922358990913,-127.7453257610
5.431389298358580,-4.920407950148,-128.4363981467,-1.589546892118,-39.03928217809,-1.589546892118,-39.03928217809,-4.920408269593,-127.7538763967
5.431389298372959,-4.918418180076,-128.4451230648,-1.590425938460,-39.04832519638,-1.590425938460,-39.04832519638,-4.918418498496,-127.7626010575
5.431389298387622,-4.916388675379,-128.4540251779,-1.591323136440,-39.05755194299,-1.591323136440,-39.05755194299,-4.916388992754,-127.7715029083
5.431389298402577,-4.914318628308,-128.4631082113,-1.592238879809,-39.06696628049,-1.592238879809,-39.06696628049,-4.914318944618,-127.7805856740
5.431389298417828,-4.912207218741,-128.4723759612,-1.593173570379,-39.07657213699,-1.593173570379,-39.07657213699,-4.912207533964,-127.7898531509
5.431389298433381,-4.910053650013,-128.4818321206,-1.594127600480,-39.08637334320,-1.594127600480,-39.08637334320,-4.910053964127,-127.7993090320
5.431389298449244,-4.907856994594,-128.4914809395,-1.595101419510,-39.09637433506,-1.595101419510,-39.09637433506,-4.907857307579,-127.8089575670
5.431389298465421,-4.905616395775,-128.5013264120,-1.596095452209,-39.10657923720,-1.596095452209,-39.10657923720,-4.905616707607,-127.8188027500
5.431389298481919,-4.903331077883,-128.5113721745,-1.597110088204,-39.11699181549,-1.597110088204,-39.11699181549,-4.903331388539,-127.8288482172
5.431389298498743,-4.901000078255,-128.5216226697,-1.598145799546,-39.12761669833,-1.598145799546,-39.12761669833,-4.901000387712,-127.8390984113
5.431389298515902,-4.898622475614,-128.5320821888,-1.599203044226,-39.13845833767,-1.599203044226,-39.13845833767,-4.898622783849,-127.8495576234
5.431389298533401,-4.896197273510,-128.5427553831,-1.600282317848,-39.14952154072,-1.600282317848,-39.14952154072,-4.896197580498,-127.8602305044
5.431389298551247,-4.893723573450,-128.5536464483,-1.601384071158,-39.16081068021,-1.601384071158,-39.16081068021,-4.893723879166,-127.8711212502
5.431389298569448,-4.891200273927,-128.5647605090,-1.602508850213,-39.17233106890,-1.602508850213,-39.17233106890,-4.891200578346,-127.8822349852
5.431389298588009,-4.888626558657,-128.5761014328,-1.603657075189,-39.18408673100,-1.603657075189,-39.18408673100,-4.888626861754,-127.8935755768
5.431389298606939,-4.886001351661,-128.5876742679,-1.604829287201,-39.19608289077,-1.604829287201,-39.19608289077,-4.886001653408,-127.9051480732
5.431389298626244,-4.883323546247,-128.5994841807,-1.606026040773,-39.20832492790,-1.606026040773,-39.20832492790,-4.883323846619,-127.9169576404
5.431389298645932,-4.880592063305,-128.6115362611,-1.607247884355,-39.22081811232,-1.607247884355,-39.22081811232,-4.880592362273,-127.9290093684
5.431389298666011,-4.877805960313,-128.6238349974,-1.608495306936,-39.23356710495,-1.608495306936,-39.23356710495,-4.877806257851,-127.9413077454
5.431389298686488,-4.874964012067,-128.6363861413,-1.609768927292,-39.24657787684,-1.609768927292,-39.24657787684,-4.874964308145,-127.9538585228
5.431389298707372,-4.872065103408,-128.6491949637,-1.611069317185,-39.25985591334,-1.611069317185,-39.25985591334,-4.872065397998,-127.9666669713
5.431389298728670,-4.869108058904,-128.6622670457,-1.612397081800,-39.27340699461,-1.612397081800,-39.27340699461,-4.869108351977,-127.9797386722
5.431389298750392,-4.866091722056,-128.6756078854,-1.613752819721,-39.28723683311,-1.613752819721,-39.28723683311,-4.866092013581,-127.9930791231
5.431389298772542,-4.863015063227,-128.6892224450,-1.615137077044,-39.30135057902,-1.615137077044,-39.30135057902,-4.863015353173,-128.0066932861
5.431389298795133,-4.859876669125,-128.7031173957,-1.616550575661,-39.31575516290,-1.616550575661,-39.31575516290,-4.859876957461,-128.0205878325
5.431389298818172,-4.856675349734,-128.7172984451,-1.617993941693,-39.33045651323,-1.617993941693,-39.33045651323,-4.856675636428,-128.0347684694
5.431389298841668,-4.853409719389,-128.7317721935,-1.619467894422,-39.34546147973,-1.619467894422,-39.34546147973,-4.853410004409,-128.0492417973
5.431389298865630,-4.850078662267,-128.7465440689,-1.620973036113,-39.36077569594,-1.620973036113,-39.36077569594,-4.850078945579,-128.0640132438
5.431389298890068,-4.846680701645,-128.7616211069,-1.622510135203,-39.37640647844,-1.622510135203,-39.37640647844,-4.846680983215,-128.0790898443
5.431389298914991,-4.843214585935,-128.7770093857,-1.624079865216,-39.39236013465,-1.624079865216,-39.39236013465,-4.843214865729,-128.0944776770
5.431389298940408,-4.839678812518,-128.7927161172,-1.625683017979,-39.40864415395,-1.625683017979,-39.40864415395,-4.839679090501,-128.1101839535
5.431389298966329,-4.836072133453,-128.8087474051,-1.627320275029,-39.42526488090,-1.627320275029,-39.42526488090,-4.836072409588,-128.1262147774
5.431389298992765,-4.832392923711,-128.8251110685,-1.628992496045,-39.44223042671,-1.628992496045,-39.44223042671,-4.832393197962,-128.1425779676
5.431389299019725,-4.828639790699,-128.8418138935,-1.630700438229,-39.45954786188,-1.630700438229,-39.45954786188,-4.828640063028,-128.1592803100
5.431389299047219,-4.824811347973,-128.8588627083,-1.632444866288,-39.47722425966,-1.632444866288,-39.47722425966,-4.824811618342,-128.1763286325
5.431389299075260,-4.820905943167,-128.8762655259,-1.634226669445,-39.49526795352,-1.634226669445,-39.49526795352,-4.820906211538,-128.1937309482
5.431389299103857,-4.816921938842,-128.8940303396,-1.636046738524,-39.51368724394,-1.636046738524,-39.51368724394,-4.816922205175,-128.2114952500
5.431389299133021,-4.812857808852,-128.9121646694,-1.637905919543,-39.53248995299,-1.637905919543,-39.53248995299,-4.812858073106,-128.2296290576
5.431389299162763,-4.808712018697,-128.9306761246,-1.639805071461,-39.55168397822,-1.639805071461,-39.55168397822,-4.808712280831,-128.2481399804
5.431389299193095,-4.804482791206,-128.9495734118,-1.641745169700,-39.57127837941,-1.641745169700,-39.57127837941,-4.804483051178,-128.2670367246
5.431389299224030,-4.800168445792,-128.9688648867,-1.643727158067,-39.59128181115,-1.643727158067,-39.59128181115,-4.800168703559,-128.2863276456
5.431389299255577,-4.795767303245,-128.9885588650,-1.645751980389,-39.61170296310,-1.645751980389,-39.61170296310,-4.795767558763,-128.3060210592
5.431389299287751,-4.791277478945,-129.0086647054,-1.647820692517,-39.63255152368,-1.647820692517,-39.63255152368,-4.791277732170,-128.3261263235
5.431389299320563,-4.786697228788,-129.0291911345,-1.649934290021,-39.65383657554,-1.649934290021,-39.65383657554,-4.786697479674,-128.3466521652
5.431389299354027,-4.782024658437,-129.0501476111,-1.652093848838,-39.67556794795,-1.652093848838,-39.67556794795,-4.782024906937,-128.3676080426
5.431389299388155,-4.777257945382,-129.0715433138,-1.654300421287,-39.69775518690,-1.654300421287,-39.69775518690,-4.777258191450,-128.3890031343
5.431389299422959,-4.772395130060,-129.0933880823,-1.656555133276,-39.72040852890,-1.656555133276,-39.72040852890,-4.772395373647,-128.4108472796
5.431389299458454,-4.767434252642,-129.1156918297,-1.658859124129,-39.74353826757,-1.658859124129,-39.74353826757,-4.767434493698,-128.4331503915
5.431389299494652,-4.762373376161,-129.1384644015,-1.661213532040,-39.76715464701,-1.661213532040,-39.76715464701,-4.762373614636,-128.4559223151
5.431389299531569,-4.757210376983,-129.1617165486,-1.663619595126,-39.79126884260,-1.663619595126,-39.79126884260,-4.757210612827,-128.4791738013
5.431389299569218,-4.751943166083,-129.1854589116,-1.666078546638,-39.81589193168,-1.666078546638,-39.81589193168,-4.751943399243,-128.5029154901
5.431389299607614,-4.746569641294,-129.2097022792,-1.668591642135,-39.84103511889,-1.668591642135,-39.84103511889,-4.746569871717,-128.5271581702
5.431389299646772,-4.741087555904,-129.2344581368,-1.671160216492,-39.86671035380,-1.671160216492,-39.86671035380,-4.741087783535,-128.5519133266
5.431389299686707,-4.735494668283,-129.2597380177,-1.673785617202,-39.89292963484,-1.673785617202,-39.89292963484,-4.735494893066,-128.5771924924
5.431389299727433,-4.729788841823,-129.2855530470,-1.676469157140,-39.91970454234,-1.676469157140,-39.91970454234,-4.729789063703,-128.6030067924
5.431389299768969,-4.723967568213,-129.3119161058,-1.679212339955,-39.94704847897,-1.679212339955,-39.94704847897,-4.723967787131,-128.6293691074
5.431389299811328,-4.718028567108,-129.3388391430,-1.682016581132,-39.97497386027,-1.682016581132,-39.97497386027,-4.718028783006,-128.6562913860
5.431389299854528,-4.711969441948,-129.3663346842,-1.684883365111,-40.00349373227,-1.684883365111,-40.00349373227,-4.711969654766,-128.6837861536
5.431389299898584,-4.705787649386,-129.3944160204,-1.687814265629,-40.03262192169,-1.687814265629,-40.03262192169,-4.705787859063,-128.7118667008
5.431389299943516,-4.699480767708,-129.4230959695,-1.690810816999,-40.06237177566,-1.690810816999,-40.06237177566,-4.699480974181,-128.7405458452
5.431389299989338,-4.693046113863,-129.4523886450,-1.693874699302,-40.09275797141,-1.693874699302,-40.09275797141,-4.693046317069,-128.7698377001
5.431389300000000,-4.760305771227,-130.1239189619,-1.766376109433,-39.78263430208,-1.766376109500,-39.78263430217,-4.760305771219,-129.4413467010
5.431389300036068,-4.760305678213,-130.1239194241,-1.766376159260,-39.78263473710,-1.766376159260,-39.78263473710,-4.760305678194,-129.4413471654
5.431389300083726,-4.760304353510,-130.1239256153,-1.766376824170,-39.78264092771,-1.766376824170,-39.78264092771,-4.760304353491,-129.4413533564
5.431389300132329,-4.760303002437,-130.1239319286,-1.766377502184,-39.78264724155,-1.766377502184,-39.78264724155,-4.760303002418,-129.4413596695
5.431389300181897,-4.760301624618,-130.1239383678,-1.766378193733,-39.78265368038,-1.766378193733,-39.78265368038,-4.760301624599,-129.4413661086
5.431389300232449,-4.760300219443,-130.1239449346,-1.766378898972,-39.78266024705,-1.766378898972,-39.78266024705,-4.760300219424,-129.4413726751
5.431389300284002,-4.760298786441,-130.1239516319,-1.766379618229,-39.78266694377,-1.766379618229,-39.78266694377,-4.760298786422,-129.4413793722
5.431389300336580,-4.760297324926,-130.1239584614,-1.766380351692,-39.78267377373,-1.766380351692,-39.78267377373,-4.760297324907,-129.4413862016
5.431389300390199,-4.760295834541,-130.1239654273,-1.766381099796,-39.78268073862,-1.766381099796,-39.78268073862,-4.760295834522,-129.4413931672
5.431389300444883,-4.760294314470,-130.1239725305,-1.766381862653,-39.78268784223,-1.766381862653,-39.78268784223,-4.760294314451,-129.4414002703
5.431389300500651,-4.760292764255,-130.1239797751,-1.766382640692,-39.78269508671,-1.766382640692,-39.78269508671,-4.760292764236,-129.4414075146
5.431389300557527,-4.760291183326,-130.1239871636,-1.766383434190,-39.78270247473,-1.766383434190,-39.78270247473,-4.760291183308,-129.4414149030
5.431389300615530,-4.760289570968,-130.1239946981,-1.766384243357,-39.78271000962,-1.766384243357,-39.78271000962,-4.760289570950,-129.4414224372
5.431389300674684,-4.760287926681,-130.1240023823,-1.766385068610,-39.78271769374,-1.766385068610,-39.78271769374,-4.760287926662,-129.4414301212
5.431389300735011,-4.760286249753,-130.1240102190,-1.766385910240,-39.78272553038,-1.766385910240,-39.78272553038,-4.760286249734,-129.4414379577
5.431389300796535,-4.760284539595,-130.1240182115,-1.766386768601,-39.78273352233,-1.766386768601,-39.78273352233,-4.760284539576,-129.4414459499
5.431389300859281,-4.760282795454,-130.1240263621,-1.766387643946,-39.78274167308,-1.766387643946,-39.78274167308,-4.760282795435,-129.4414541003
5.431389300923271,-4.760281016765,-130.1240346748,-1.766388536700,-39.78274998529,-1.766388536700,-39.78274998529,-4.760281016747,-129.4414624128
5.431389300988529,-4.760279202787,-130.1240431524,-1.766389447153,-39.78275846242,-1.766389447153,-39.78275846242,-4.760279202768,-129.4414708901
5.431389301055083,-4.760277352766,-130.1240517977,-1.766390375632,-39.78276710798,-1.766390375632,-39.78276710798,-4.760277352747,-129.4414795353
5.431389301122958,-4.760275466100,-130.1240606150,-1.766391322573,-39.78277592480,-1.766391322573,-39.78277592480,-4.760275466081,-129.4414883523
5.431389301192178,-4.760273541943,-130.1240696068,-1.766392288260,-39.78278491682,-1.766392288260,-39.78278491682,-4.760273541924,-129.4414973438
5.431389301262772,-4.760271579651,-130.1240787773,-1.766393273131,-39.78279408706,-1.766393273131,-39.78279408706,-4.760271579632,-129.4415065140
5.431389301334767,-4.760269578430,-130.1240881297,-1.766394277545,-39.78280343923,-1.766394277545,-39.78280343923,-4.760269578411,-129.4415158662
5.431389301408190,-4.760267537505,-130.1240976679,-1.766395301906,-39.78281297694,-1.766395301906,-39.78281297694,-4.760267537487,-129.4415254041
5.431389301483070,-4.760265456067,-130.1241073950,-1.766396346563,-39.78282270399,-1.766396346563,-39.78282270399,-4.760265456048,-129.4415351309
5.431389301559435,-4.760263333271,-130.1241173146,-1.766397411890,-39.78283262432,-1.766397411890,-39.78283262432,-4.760263333252,-129.4415450502
5.431389301637315,-4.760261168510,-130.1241274320,-1.766398498467,-39.78284274076,-1.766398498467,-39.78284274076,-4.760261168491,-129.4415551674
5.431389301716740,-4.760258960747,-130.1241377497,-1.766399606546,-39.78285305817,-1.766399606546,-39.78285305817,-4.760258960728,-129.4415654847
5.431389301797742,-4.760256709165,-130.1241482722,-1.766400736623,-39.78286358035,-1.766400736623,-39.78286358035,-4.760256709146,-129.4415760069
5.431389301880349,-4.760254412876,-130.1241590030,-1.766401889077,-39.78287431147,-1.766401889077,-39.78287431147,-4.760254412857,-129.4415867375
5.431389301964596,-4.760252071088,-130.1241699472,-1.766403064445,-39.78288525522,-1.766403064445,-39.78288525522,-4.760252071069,-129.4415976813
5.431389302050515,-4.760249682808,-130.1241811084,-1.766404263119,-39.78289641624,-1.766404263119,-39.78289641624,-4.760249682789,-129.4416088422
5.431389302138137,-4.760247247201,-130.1241924912,-1.766405485593,-39.78290779844,-1.766405485593,-39.78290779844,-4.760247247182,-129.4416202247
5.431389302227498,-4.760244763196,-130.1242040994,-1.766406732280,-39.78291940682,-1.766406732280,-39.78291940682,-4.760244763177,-129.4416318326
5.431389302318633,-4.760242229979,-130.1242159385,-1.766408003762,-39.78293124518,-1.766408003762,-39.78293124518,-4.760242229960,-129.4416436714
5.431389302411575,-4.760239646425,-130.1242280118,-1.766409300389,-39.78294331879,-1.766409300389,-39.78294331879,-4.760239646406,-129.4416557443
5.431389302506361,-4.760237011623,-130.1242403245,-1.766410622735,-39.78295563190,-1.766410622735,-39.78295563190,-4.760237011604,-129.4416680566
5.431389302603026,-4.760234324611,-130.1242528822,-1.766411971390,-39.78296818900,-1.766411971390,-39.78296818900,-4.760234324592,-129.4416806140
5.431389302701611,-4.760231584255,-130.1242656887,-1.766413346766,-39.78298099539,-1.766413346766,-39.78298099539,-4.760231584236,-129.4416934201
5.431389302802151,-4.760228789568,-130.1242787496,-1.766414749465,-39.78299405570,-1.766414749465,-39.78299405570,-4.760228789550,-129.4417064806
5.431389302904686,-4.760225939430,-130.1242920694,-1.766416179978,-39.78300737516,-1.766416179978,-39.78300737516,-4.760225939411,-129.4417198001
5.431389303009253,-4.760223032718,-130.1243056532,-1.766417638832,-39.78302095900,-1.766417638832,-39.78302095900,-4.760223032699,-129.4417333834
5.431389303115896,-4.760220068326,-130.1243195063,-1.766419126618,-39.78303481241,-1.766419126618,-39.78303481241,-4.760220068307,-129.4417472362
5.431389303224655,-4.760217045231,-130.1243336353,-1.766420644038,-39.78304894015,-1.766420644038,-39.78304894015,-4.760217045212,-129.4417613648
5.431389303335572,-4.760213962059,-130.1243480437,-1.766422191461,-39.78306334867,-1.766422191461,-39.78306334867,-4.760213962040,-129.4417757728
5.431389303448689,-4.760210817753,-130.1243627384,-1.766423769632,-39.78307804289,-1.766423769632,-39.78307804289,-4.760210817734,-129.4417904671
5.431389303564050,-4.760207611067,-130.1243777247,-1.766425379118,-39.78309302863,-1.766425379118,-39.78309302863,-4.760207611048,-129.4418054529
5.431389303681700,-4.760204340741,-130.1243930081,-1.766427020511,-39.78310831179,-1.766427020511,-39.78310831179,-4.760204340722,-129.4418207359
5.431389303801684,-4.760201005479,-130.1244085941,-1.766428694412,-39.78312389842,-1.766428694412,-39.78312389842,-4.760201005460,-129.4418363215
5.431389303924048,-4.760197604159,-130.1244244903,-1.766430401624,-39.78313979377,-1.766430401624,-39.78313979377,-4.760197604140,-129.4418522172
5.431389304048840,-4.760194135283,-130.1244407014,-1.766432142659,-39.78315600483,-1.766432142659,-39.78315600483,-4.760194135265,-129.4418684279
5.431389304176108,-4.760190597639,-130.1244572344,-1.766433918259,-39.78317253729,-1.766433918259,-39.78317253729,-4.760190597620,-129.4418849603
5.431389304305900,-4.760186989736,-130.1244740948,-1.766435729031,-39.78318939809,-1.766435729031,-39.78318939809,-4.760186989717,-129.4419018203
5.431389304438267,-4.760183310380,-130.1244912907,-1.766437575831,-39.78320659283,-1.766437575831,-39.78320659283,-4.760183310361,-129.4419190157
5.431389304573261,-4.760179557893,-130.1245088268,-1.766439459170,-39.78322412933,-1.766439459170,-39.78322412933,-4.760179557875,-129.4419365513
5.431389304710932,-4.760175731057,-130.1245267116,-1.766441379959,-39.78324201331,-1.766441379959,-39.78324201331,-4.760175731039,-129.4419544356
5.431389304851335,-4.760171828274,-130.1245449510,-1.766443338834,-39.78326025222,-1.766443338834,-39.78326025222,-4.760171828255,-129.4419726744
5.431389304994523,-4.760167848005,-130.1245635517,-1.766445336517,-39.78327885326,-1.766445336517,-39.78327885326,-4.760167847986,-129.4419912747
5.431389305140552,-4.760163788906,-130.1245825226,-1.766447373949,-39.78329782271,-1.766447373949,-39.78329782271,-4.760163788887,-129.4420102450
5.431389305289477,-4.760159649185,-130.1246018689,-1.766449451707,-39.78331716895,-1.766449451707,-39.78331716895,-4.760159649166,-129.4420295907
5.431389305441358,-4.760155427319,-130.1246215990,-1.766451570688,-39.78333689909,-1.766451570688,-39.78333689909,-4.760155427300,-129.4420493203
5.431389305596252,-4.760151121691,-130.1246417207,-1.766453731728,-39.78335702069,-1.766453731728,-39.78335702069,-4.760151121672,-129.4420694414
5.431389305754219,-4.760146730686,-130.1246622420,-1.766455935680,-39.78337754130,-1.766455935680,-39.78337754130,-4.760146730667,-129.4420899621
5.431389305915319,-4.760142252563,-130.1246831702,-1.766458183344,-39.78339846906,-1.766458183344,-39.78339846906,-4.760142252544,-129.4421108897
5.431389306079615,-4.760137685577,-130.1247045134,-1.766460475570,-39.78341981213,-1.766460475570,-39.78341981213,-4.760137685558,-129.4421322323
5.431389306247171,-4.760133027970,-130.1247262800,-1.766462813275,-39.78344157871,-1.766462813275,-39.78344157871,-4.760133027951,-129.4421539983
5.431389306418051,-4.760128277953,-130.1247484786,-1.766465197374,-39.78346377717,-1.766465197374,-39.78346377717,-4.760128277934,-129.4421761962
5.431389306592322,-4.760123433780,-130.1247711182,-1.766467628850,-39.78348641567,-1.766467628850,-39.78348641567,-4.760123433761,-129.4421988352
5.431389306770050,-4.760118493459,-130.1247942068,-1.766470108539,-39.78350950353,-1.766470108539,-39.78350950353,-4.760118493440,-129.4422219232
5.431389306951303,-4.760113455102,-130.1248177529,-1.766472637364,-39.78353304957,-1.766472637364,-39.78353304957,-4.760113455083,-129.4422454686
5.431389307136152,-4.760108316770,-130.1248417663,-1.766475216389,-39.78355706284,-1.766475216389,-39.78355706284,-4.760108316751,-129.4422694813
5.431389307324669,-4.760103076547,-130.1248662564,-1.766477846602,-39.78358155231,-1.766477846602,-39.78358155231,-4.760103076528,-129.4422939707
5.431389307516926,-4.760097732410,-130.1248912330,-1.766480529075,-39.78360652743,-1.766480529075,-39.78360652743,-4.760097732391,-129.4423189466
5.431389307712997,-4.760092282173,-130.1249167042,-1.766483264668,-39.78363199843,-1.766483264668,-39.78363199843,-4.760092282154,-129.4423444171
5.431389307912958,-4.760086723773,-130.1249426807,-1.766486054531,-39.78365797492,-1.766486054531,-39.78365797492,-4.760086723754,-129.4423703928
5.431389308116885,-4.760081055118,-130.1249691727,-1.766488899765,-39.78368446672,-1.766488899765,-39.78368446672,-4.760081055099,-129.4423968841
