 Sonnet Data File
 From: sonnet Version : 17.56
 From Emgraph Data: 
 Data File Written: 10/28/2021 11:22:07
File Marker Date: 10/27/2021 16:23:57
PPC_Dim_will_be_squared = 51.0
read_gap = 8.0
read_line = 20.0
read_gap2 = 7.5
O_coupler = 12.0
Box_w = 250.0
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S21],ANG[S21],DB[S22],ANG[S22]
5.001300000000001,-43.62352774963,-94.77179145916,-1.885696582e-4,-4.491097431859,-1.885696582e-4,-4.491097431859,-43.62352714165,-94.21043113444
5.001400000000000,-43.62326964227,-94.77189189443,-1.885819407e-4,-4.491190874984,-1.885819407e-4,-4.491190874984,-43.62326903343,-94.21051972001
5.001500000000000,-43.62301149988,-94.77199233221,-1.885942261e-4,-4.491284319979,-1.885942261e-4,-4.491284319979,-43.62301089017,-94.21060830776
5.001600000000001,-43.62275332242,-94.77209277251,-1.886065141e-4,-4.491377766843,-1.886065141e-4,-4.491377766843,-43.62275271186,-94.21069689770
5.001700000000000,-43.62249510988,-94.77219321533,-1.886188049e-4,-4.491471215579,-1.886188049e-4,-4.491471215579,-43.62249449846,-94.21078548981
5.001800000000000,-43.62223686224,-94.77229366067,-1.886310984e-4,-4.491564666188,-1.886310984e-4,-4.491564666188,-43.62223624996,-94.21087408411
5.001900000000000,-43.62197857945,-94.77239410853,-1.886433946e-4,-4.491658118670,-1.886433946e-4,-4.491658118670,-43.62197796631,-94.21096268060
5.002000000000001,-43.62172026149,-94.77249455893,-1.886556935e-4,-4.491751573028,-1.886556935e-4,-4.491751573028,-43.62171964750,-94.21105127927
5.002100000000000,-43.62146190835,-94.77259501184,-1.886679952e-4,-4.491845029261,-1.886679952e-4,-4.491845029261,-43.62146129350,-94.21113988013
5.002200000000000,-43.62120351999,-94.77269546729,-1.886802996e-4,-4.491938487373,-1.886802996e-4,-4.491938487373,-43.62120290429,-94.21122848318
5.002300000000000,-43.62094509637,-94.77279592527,-1.886926068e-4,-4.492031947365,-1.886926068e-4,-4.492031947365,-43.62094447982,-94.21131708843
5.002400000000001,-43.62068663749,-94.77289638578,-1.887049167e-4,-4.492125409236,-1.887049167e-4,-4.492125409236,-43.62068602008,-94.21140569587
5.002500000000000,-43.62042814331,-94.77299684882,-1.887172293e-4,-4.492218872989,-1.887172293e-4,-4.492218872989,-43.62042752505,-94.21149430550
5.002600000000000,-43.62016961381,-94.77309731440,-1.887295447e-4,-4.492312338626,-1.887295447e-4,-4.492312338626,-43.62016899469,-94.21158291733
5.002700000000000,-43.61991104895,-94.77319778251,-1.887418628e-4,-4.492405806146,-1.887418628e-4,-4.492405806146,-43.61991042898,-94.21167153135
5.002800000000001,-43.61965244871,-94.77329825317,-1.887541837e-4,-4.492499275553,-1.887541837e-4,-4.492499275553,-43.61965182789,-94.21176014758
5.002900000000000,-43.61939381306,-94.77339872637,-1.887665073e-4,-4.492592746847,-1.887665073e-4,-4.492592746847,-43.61939319139,-94.21184876601
5.003000000000000,-43.61913514198,-94.77349920211,-1.887788336e-4,-4.492686220028,-1.887788336e-4,-4.492686220028,-43.61913451946,-94.21193738664
5.003100000000000,-43.61887643545,-94.77359968039,-1.887911627e-4,-4.492779695100,-1.887911627e-4,-4.492779695100,-43.61887581208,-94.21202600947
5.003200000000001,-43.61861769343,-94.77370016122,-1.888034946e-4,-4.492873172062,-1.888034946e-4,-4.492873172062,-43.61861706921,-94.21211463450
5.003300000000000,-43.61835891589,-94.77380064460,-1.888158292e-4,-4.492966650917,-1.888158292e-4,-4.492966650917,-43.61835829082,-94.21220326175
5.003400000000000,-43.61810010282,-94.77390113052,-1.888281666e-4,-4.493060131665,-1.888281666e-4,-4.493060131665,-43.61809947690,-94.21229189120
5.003500000000001,-43.61784125417,-94.77400161900,-1.888405067e-4,-4.493153614308,-1.888405067e-4,-4.493153614308,-43.61784062740,-94.21238052287
5.003600000000000,-43.61758236993,-94.77410211003,-1.888528496e-4,-4.493247098847,-1.888528496e-4,-4.493247098847,-43.61758174232,-94.21246915674
5.003700000000000,-43.61732345006,-94.77420260362,-1.888651953e-4,-4.493340585285,-1.888651953e-4,-4.493340585285,-43.61732282161,-94.21255779283
5.003800000000000,-43.61706449456,-94.77430309976,-1.888775437e-4,-4.493434073621,-1.888775437e-4,-4.493434073621,-43.61706386525,-94.21264643113
5.003900000000001,-43.61680550337,-94.77440359846,-1.888898949e-4,-4.493527563857,-1.888898949e-4,-4.493527563857,-43.61680487322,-94.21273507165
5.004000000000000,-43.61654647649,-94.77450409972,-1.889022488e-4,-4.493621055994,-1.889022488e-4,-4.493621055994,-43.61654584549,-94.21282371438
5.004100000000000,-43.61628741386,-94.77460460355,-1.889146055e-4,-4.493714550035,-1.889146055e-4,-4.493714550035,-43.61628678202,-94.21291235934
5.004200000000000,-43.61602831549,-94.77470510993,-1.889269650e-4,-4.493808045980,-1.889269650e-4,-4.493808045980,-43.61602768280,-94.21300100652
5.004300000000001,-43.61576918132,-94.77480561888,-1.889393273e-4,-4.493901543830,-1.889393273e-4,-4.493901543830,-43.61576854779,-94.21308965591
5.004400000000000,-43.61551001135,-94.77490613040,-1.889516923e-4,-4.493995043588,-1.889516923e-4,-4.493995043588,-43.61550937698,-94.21317830753
5.004500000000000,-43.61525080554,-94.77500664449,-1.889640601e-4,-4.494088545253,-1.889640601e-4,-4.494088545253,-43.61525017032,-94.21326696139
5.004600000000000,-43.61499156386,-94.77510716115,-1.889764307e-4,-4.494182048828,-1.889764307e-4,-4.494182048828,-43.61499092780,-94.21335561746
5.004700000000001,-43.61473228629,-94.77520768038,-1.889888041e-4,-4.494275554314,-1.889888041e-4,-4.494275554314,-43.61473164939,-94.21344427576
5.004800000000000,-43.61447297280,-94.77530820218,-1.890011803e-4,-4.494369061712,-1.890011803e-4,-4.494369061712,-43.61447233507,-94.21353293629
